연령대,남성방문 비율,여성방문 비율
70세 이상,1.4,1.6
60~69세,4.5,4.6
50~59세,6.9,7.4
40~49세,9.5,8.9
30~39세,9.8,10.5
20~29세,9.1,11.6
10~19세,5.4,6.0
