기준연월,지역명,방문자 수
202108,서울특별시,3.7587007E7
202109,서울특별시,4.1129958E7
202110,서울특별시,4.3697241E7
202111,서울특별시,4.5064427E7
202112,서울특별시,4.2604029E7
202201,서울특별시,4.2796214E7
202202,서울특별시,3.6525325E7
202203,서울특별시,4.5534626E7
202204,서울특별시,4.7546308E7
202205,서울특별시,4.9257599E7
202206,서울특별시,4.5495689E7
202207,서울특별시,4.9061779E7
