순위,업소명,주소,분류,합산 검색 수
1,베스타프리미엄뷔페,대전 서구 만년로 70-0,외국식,17246
2,맥도날드대전가장DT점,대전 서구 도산로 324-0,간이음식,16396
3,스타벅스대전관저점,대전 서구 관저로 142-0,카페/찻집,11792
4,성심당롯데백화점대전점,대전 서구 계룡로 598-0,간이음식,10368
5,델빠네,대전 서구 원도안로207번길 16-61,카페/찻집,10246
6,스타벅스대전용문DT점,대전 서구 도산로 336-0,카페/찻집,9414
7,신촌설렁탕만년점,대전 서구 대덕대로 390-0,한식,9307
8,아웃백스테이크하우스대전둔산점,대전 서구 대덕대로 164-0,외국식,9073
9,맥도날드대전가수원DT점,대전 서구 계백로 1124-0,간이음식,9011
10,VIPS둔산점,대전 서구 대덕대로 243-0,외국식,8666
11,대선칼국수,대전 서구 둔산중로40번길 28-0,한식,8305
12,상무초밥둔산직영점,대전 서구 둔산로31번길 66-0,외국식,7836
13,스타벅스대전가수원DT점,대전 서구 계백로 1128-0,카페/찻집,7745
14,비씨씨킹덤,대전 서구 문정로 40-0,외국식,7630
15,사리원본점,대전 서구 둔산로31번길 77-0,한식,6800
16,스타벅스대전갈마DT점,대전 서구 계룡로 384-0,카페/찻집,6639
17,드르쿰다from제주,대전 서구 계룡로314번길 8-0,카페/찻집,6489
18,경복궁대전점,대전 서구 대덕대로 366-0,한식,6036
19,몽뜨,대전 서구 원도안로257번길 48-0,카페/찻집,5942
20,스타벅스대전수침교DT점,대전 서구 계룡로 692-0,카페/찻집,5933
21,바다수산,대전 서구 계룡로 338-0,외국식,5831
22,강남면옥,대전 서구 둔산로123번길 15-0,한식,5638
23,공주칼국수,대전 서구 용문로 32-0,한식,5635
24,쿠우쿠우대전가수원점,대전 서구 도안동로 10-0,외국식,5268
25,설악칡냉면,대전 서구 둔산대로117번길 56-0,한식,5162
26,랑만[중식],대전 서구 원도안로179번길 22-28,외국식,5133
27,하레하레도안점,대전 서구 원도안로26번길 13-0,간이음식,4937
28,스타벅스대전만년점,대전 서구 만년로 81-0,카페/찻집,4888
29,정치망,대전 서구 도안대로 47-0,외국식,4848
30,스타벅스대전목원대점,대전 서구 동서대로 682-0,카페/찻집,4662
31,짬뽕지존대전둔산점 [중식],대전 서구 둔산서로 13-0,외국식,4593
32,태평소국밥둔산점,대전 서구 둔산로31번길 52-0,한식,4519
33,쉐이크쉑대전타임월드점,대전 서구 대덕대로 219-0,간이음식,4474
34,스타벅스대전복수점,대전 서구 복수남로 28-0,카페/찻집,4235
35,까르르스타대전점,대전 서구 만년로 70-0,외국식,4210
36,여자만장어구이,대전 서구 만년로68번길 38-0,외국식,4194
37,담양애떡갈비,대전 서구 만년남로3번길 16-8,한식,4129
38,진주냉면이설옥,대전 서구 가장로 77-0,한식,4116
39,버거킹대전관저점,대전 서구 구봉로147번길 68-12,간이음식,4018
40,천년의정원[중식],대전 서구 만년로67번길 18-13,외국식,4007
41,옥수숯불구이,대전 서구 변동중로 49-0,한식,3994
42,인아웃,대전 서구 용소로44번길 21-0,카페/찻집,3826
43,귀빈돌솥밥,대전 서구 만년로68번길 21-0,외국식,3819
44,삿뽀로대전점,대전 서구 대덕대로 366-0,외국식,3794
45,토미야[일식],대전 서구 청사서로 14-0,외국식,3766
46,달빛에구운고등어대전도마점,대전 서구 도림2길 11-0,한식,3643
47,스타벅스대전시청사거리점,대전 서구 둔산남로 50-0,카페/찻집,3630
48,워낭명가둔산시청점,대전 서구 둔산서로 41-0,한식,3629
49,대나무통밥맛정식,대전 서구 대덕대로 370-0,한식,3588
50,KFC대전시청역점,대전 서구 둔산로 121-0,간이음식,3572
51,소나무풍경,대전 서구 괴정로116번길 42-0,한식,3520
52,대성콩국수,대전 서구 도산로 137-0,한식,3501
53,한정담[한식],대전 서구 만년남로3번길 64-0,한식,3461
54,구르메,대전 서구 둔산대로117번길 22-0,한식,3377
55,드리오리갈마동지점,대전 서구 신갈마로 57-0,외국식,3363
56,미세노센세,대전 서구 계룡로553번안길 65-0,외국식,3349
57,투드커피,대전 서구 상보안길 105-0,카페/찻집,3234
58,후지산,대전 서구 둔산로137번길 21-0,외국식,3136
59,쿠우쿠우대전둔산점,대전 서구 대덕대로233번길 17-0,외국식,3056
60,오백돈대전본점,대전 서구 둔산남로105번길 18-0,한식,3039
61,로얄라멘,대전 서구 계룡로367번길 13-0,외국식,2996
62,크리스피크림도넛대전둔산점,대전 서구 둔산중로 46-0,간이음식,2973
63,이태리국시본점,대전 서구 둔산로31번길 31-0,외국식,2928
64,떡반집둔산본점,대전 서구 둔산로 8-0,간이음식,2900
65,오한순손수제비,대전 서구 신갈마로230번길 36-0,한식,2886
66,관저당,대전 서구 구봉산북로21번길 11-0,카페/찻집,2852
67,초가집,대전 서구 갈마로85번길 30-0,한식,2793
68,버기즈,대전 서구 계룡로553번안길 61-0,간이음식,2776
69,와타요업,대전 서구 갈마역로25번길 9-8,외국식,2729
70,캘리포니아베이커리,대전 서구 둔산중로46번길 10-0,간이음식,2724
71,미도인대전둔산점,대전 서구 둔산로31번길 51-0,외국식,2698
72,에그드랍관저점,대전 서구 관저로 157-0,간이음식,2690
73,구들마루정림점,대전 서구 정림로65번길 32-10,한식,2684
74,버거킹대전월평점,대전 서구 월평북로 81-0,간이음식,2651
75,동원칼국수,대전 서구 청사서로54번길 11-0,한식,2638
