업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,1.35704739E8
쇼핑업,레저용품쇼핑,7.373159016E9
쇼핑업,대형쇼핑몰,1.32927380707E11
숙박업,호텔,4.8569709E8
숙박업,기타숙박,2.473766751E9
숙박업,캠핑장/펜션,1239500.0
식음료업,식음료,9.0767640257E10
여가서비스업,관광유원시설,3.46960806E8
여가서비스업,골프장,1.755265724E9
여가서비스업,기타레저,1.040507003E9
여가서비스업,문화서비스,1.687715061E9
여행업,여행업,2.38353E7
운송업,렌터카,6.355732E7
운송업,육상운송,3000000.0
