순위,관광지명,주소,분류,외지인 검색 수
1,한밭수목원,대전 서구 둔산대로 169-0,자연공원,47867
2,장태산자연휴양림,대전 서구 장안로 461-0,자연공원,40782
3,토요코인호텔대전점,대전 서구 둔산중로134번길 13-0,호텔,17309
4,한민시장,대전 서구 도솔로308번길 27-0,시장,14441
5,도마큰시장,대전 서구 도마4길 64-0,시장,12902
6,롯데시네마대전둔산,대전 서구 대덕대로 325-0,공연시설,12793
7,샤크존,대전 서구 둔산중로 19-0,쇼핑몰,12013
8,로데오타운,대전 서구 문정로 77-0,쇼핑몰,11758
9,호텔그레이톤둔산,대전 서구 둔산중로 70-0,호텔,9920
10,엑스포시민광장,대전 서구 둔산대로 169-0,도시공원,9722
11,롯데시네마대전관저,대전 서구 봉우로8번길 23-0,공연시설,9476
12,CGV대전가수원,대전 서구 도안동로11번길 45-0,공연시설,9070
13,롯데시네마대전센트럴,대전 서구 대덕대로 216-0,공연시설,8553
14,CGV대전탄방,대전 서구 문정로 85-0,공연시설,8095
15,대전시립미술관,대전 서구 둔산대로 155-0,전시시설,7716
16,남선공원,대전 서구 남선로 66-0,도시공원,7399
17,마치광장,대전 서구 구봉로131번길 0-0,도시공원,6881
18,대전시립연정국악원,대전 서구 둔산대로 169-0,공연시설,6192
19,레지던스호텔라인,대전 서구 둔산로51번길 76-0,모텔,6159
20,둔산선사유적지,대전 서구 대덕대로317번길 9-0,역사유적지,5338
21,노루벌캠핑장,대전 서구,캠핑,5280
22,대전시청광장,대전 서구 둔산로 100-0,도시공원,4346
23,굿모닝레지던스호텔휴,대전 서구 둔산로73번길 21-0,호텔,4087
24,메가박스대전,대전 서구 문정로 77-0,공연시설,3591
25,호텔3월,대전 서구 둔산중로32번길 29-0,호텔,3443
26,디엠프레스호텔,대전 서구 한밭대로570번길 29-20,호텔,3378
27,대전서구문화원,대전 서구 계룡로553번길 38-0,교육시설,3355
28,한밭수목원열대식물원,대전 서구 둔산대로 157-0,테마공원,3266
29,브라운도트호텔월평점,대전 서구 월평로 53-8,호텔,3006
30,호텔락희대전둔산점,대전 서구 대덕대로220번길 23-0,호텔,2947
31,미드멜리호텔,대전 서구 둔산중로40번길 27-0,모텔,2920
32,롯데시네마대전,대전 서구 계룡로 598-0,공연시설,2569
33,이응노미술관,대전 서구 둔산대로 157-0,전시시설,2541
34,아이엔지호텔,대전 서구 둔산중로40번길 34-0,호텔,2525
35,갤러리모텔,대전 서구 둔산남로 98-16,모텔,2308
36,대전자동차극장,대전 서구 벌곡로 294-0,공연시설,2265
