동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
4,15,기타가족,엄마_가족,미식,차_카페_매운탕,미리내 성지
2,10,부모님,아빠_할머니,역사유적,성당_묘,미리내 성지
1,8,배우자,신부,자연경관,저수지_산_정원,미리내 성지
0,1,,,휴식/힐링,힐링,미리내 성지
