동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
500,9803,기타가족,언니_가족_조카,미식,막국수_맛집_바나나
307,3413,연인,애인_남자친구_여친,레포츠/운동,낚시_캠핑_글램핑
266,1809,친구,친구_여사친_지인,반려동물,유기견_애견_반려동물
147,1637,자녀,아들_딸_학생,문화예술,어린이박물관_클럽_문센
139,1437,회사동료,대리_사원_직원,휴식/힐링,피크닉_나들이_근교여행
74,852,부모님,부모님_어머님_아빠,자연경관,계곡_정원_저수지
66,500,학생,고딩_중딩_대학생,역사유적,한옥_민속촌_정자
42,17,배우자,신랑_아내_와이프,체험,승마체험_블루베리체험_원예체험
2,0,싱글,싱글,,
