기준연월,지역명,검색량(건)
202108,인천광역시 강화군 ,1154
202109,인천광역시 강화군 ,995
202110,인천광역시 강화군 ,753
202111,인천광역시 강화군 ,1502
202112,인천광역시 강화군 ,619
202201,인천광역시 강화군 ,648
202202,인천광역시 강화군 ,140
202203,인천광역시 강화군 ,176
202204,인천광역시 강화군 ,120
202205,인천광역시 강화군 ,199
202206,인천광역시 강화군 ,284
202207,인천광역시 강화군 ,149
