연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,2.4
60~69세,13.2,10.8
50~59세,14.5,16.4
40~49세,7.1,8.6
30~39세,6.4,6.9
20~29세,3.5,4.8
10~19세,0.7,1.1
