연령대,남성방문 비율,여성방문 비율
70세 이상,3.8,2.9
60~69세,10.6,7.8
50~59세,15.7,12.3
40~49세,9.9,7.2
30~39세,7.1,5.5
20~29세,6.9,5.5
10~19세,1.8,2.1
