연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,3.7
60~69세,11.9,6.2
50~59세,18.0,11.8
40~49세,12.0,6.6
30~39세,7.4,4.1
20~29세,6.9,3.6
10~19세,1.2,1.2
