연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,2.8
60~69세,10.1,8.9
50~59세,12.4,13.3
40~49세,9.4,8.4
30~39세,8.1,7.0
20~29세,5.9,6.0
10~19세,2.6,1.5
