연령대,남성방문 비율,여성방문 비율
70세 이상,2.9,3.6
60~69세,7.7,7.1
50~59세,10.1,9.6
40~49세,8.4,6.9
30~39세,9.3,7.8
20~29세,9.0,11.8
10~19세,2.4,2.8
