동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
4,20,기타가족,가족_오빠,자연경관,전망대_산책로_공원,진양호공원(진양호전망대_동물원)
1,18,부모님,아빠,문화예술,동물원,진양호공원(진양호전망대_동물원)
0,14,,,미식,냉면_육전_카페,진양호공원(진양호전망대_동물원)
0,6,,,반려동물,동물,진양호공원(진양호전망대_동물원)
0,6,,,레포츠/운동,놀이터_바나나보트_수상레저,진양호공원(진양호전망대_동물원)
