유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 금천구 , 경기도 광명시,13.1,1
서울특별시 구로구 , 경기도 광명시,10.2,1
경기도 시흥시 , 경기도 광명시,9.0,1
경기도 안양시 만안구 , 경기도 광명시,6.8,1
경기도 부천시 , 경기도 광명시,5.4,1
서울특별시 영등포구 , 경기도 광명시,3.8,1
서울특별시 양천구 , 경기도 광명시,3.4,1
서울특별시 관악구 , 경기도 광명시,3.3,1
경기도 안양시 동안구 , 경기도 광명시,3.2,1
서울특별시 서초구 , 경기도 광명시,2.1,1
인천광역시 남동구 , 경기도 광명시,2.0,1
서울특별시 강남구 , 경기도 광명시,2.0,1
경기도 군포시 , 경기도 광명시,1.8,1
경기도 안산시 상록구 , 경기도 광명시,1.7,1
서울특별시 동작구 , 경기도 광명시,1.7,1
서울특별시 강서구 , 경기도 광명시,1.6,1
경기도 화성시 , 경기도 광명시,1.6,1
인천광역시 연수구 , 경기도 광명시,1.6,1
경기도 성남시 분당구 , 경기도 광명시,1.5,1
경기도 안산시 단원구 , 경기도 광명시,1.4,1
 경기도 광명시,경기도 시흥시,11.5,2
 경기도 광명시,서울특별시 금천구,9.0,2
 경기도 광명시,경기도 부천시,7.1,2
 경기도 광명시,서울특별시 구로구,5.8,2
 경기도 광명시,서울특별시 영등포구,5.2,2
 경기도 광명시,경기도 안양시 만안구,4.9,2
 경기도 광명시,인천광역시 연수구,2.9,2
 경기도 광명시,경기도 안양시 동안구,2.5,2
 경기도 광명시,경기도 의왕시,2.4,2
 경기도 광명시,서울특별시 양천구,2.4,2
 경기도 광명시,인천광역시 중구,2.2,2
 경기도 광명시,서울특별시 강남구,2.2,2
 경기도 광명시,서울특별시 강서구,2.1,2
 경기도 광명시,인천광역시 남동구,1.9,2
 경기도 광명시,서울특별시 마포구,1.9,2
 경기도 광명시,서울특별시 관악구,1.8,2
 경기도 광명시,경기도 안산시 단원구,1.6,2
 경기도 광명시,서울특별시 서초구,1.6,2
 경기도 광명시,경기도 화성시,1.6,2
 경기도 광명시,경기도 성남시 분당구,1.3,2
