순위,업소명,주소,분류,합산 검색 수
1,성심당DCC점,대전 유성구 엑스포로 107-0,간이음식,72162
2,파리바게뜨자운대쇼핑타운점,대전 유성구 자운로97번길 410-0,간이음식,41266
3,태평소국밥본관,대전 유성구 온천동로65번길 50-0,한식,39158
4,맥도날드대전유성DT점,대전 유성구 계룡로87번길 3-0,간이음식,20519
5,수통골감나무집본점,대전 유성구 수통골로 69-0,외국식,20138
6,스타벅스대전도안DT점,대전 유성구 도안대로 573-0,카페/찻집,17296
7,커피인터뷰,대전 유성구 한밭대로371번길 25-3,카페/찻집,16411
8,맥도날드대전카이스트DT점,대전 유성구 대덕대로 535-0,간이음식,13874
9,복사꽃피는집대전점,대전 유성구 원계산로 238-34,한식,12554
10,스타벅스대전구암DT점,대전 유성구 월드컵대로289번길 6-0,카페/찻집,11035
11,권인순갈비김치찌개,대전 유성구 노은서로76번길 75-5,한식,10960
12,숯골원냉면본점,대전 유성구 신성로84번길 18-0,한식,10922
13,온천손칼국수,대전 유성구 온천북로59번길 2-0,한식,10559
14,상무초밥유성점,대전 유성구 대학로 44-0,외국식,9953
15,유생촌대전유성점,대전 유성구 엑스포로 240-0,외국식,9665
16,오씨칼국수,대전 유성구 엑스포로151번길 19-0,한식,9300
17,더함뜰,대전 유성구 동서대로 181-0,한식,8364
18,솔밭묵집,대전 유성구 관용로 51-0,한식,8260
19,연선흠베이커리,대전 유성구 지족로148번길 39-23,간이음식,8151
20,천리집,대전 유성구 신성남로 127-0,한식,7864
21,아웃백스테이크하우스유성점,대전 유성구 온천로 45-0,외국식,7713
22,꾸드뱅,대전 유성구 지족동로 146-0,간이음식,7412
23,원조태평소국밥유성점,대전 유성구 문화원로 140-0,한식,7262
24,청송한우타운,대전 유성구 노은동로79번길 71-0,한식,7163
25,보물섬회수산,대전 유성구 계룡로 15-3,외국식,7130
26,일당감자탕,대전 유성구 계룡로59번길 36-0,한식,6304
27,스타벅스대전관평동점,대전 유성구 테크노중앙로 68-0,카페/찻집,6218
28,버거킹대전반석DT점,대전 유성구 북유성대로 288-0,간이음식,6078
29,리엔차이,대전 유성구 은구비로155번길 34-0,외국식,5904
30,착한낙지대전유성점,대전 유성구 유성대로654번길 22-0,외국식,5851
31,대손관,대전 유성구 문화원로146번길 17-0,외국식,5634
32,둥지톳밥,대전 유성구 현충원로347번길 37-10,한식,5594
33,어거스트홍미당,대전 유성구 하기로 34-21,간이음식,5547
34,할리스대전도안DT점,대전 유성구 도안동로 488-0,카페/찻집,5435
35,이비가짬뽕본점 [중식],대전 유성구 문화원로 39-0,외국식,5423
36,한우김삿갓,대전 유성구 유성대로1184번길 11-27,한식,5380
37,후루룩손칼국수,대전 유성구 반석로11번길 66-11,한식,5335
38,바질리코레스토랑,대전 유성구 한밭대로313번길 10-0,외국식,5310
39,도덕봉가든,대전 유성구 동서대로189번길 13-0,외국식,5276
40,쿠우쿠우대전유성점,대전 유성구 온천로 34-0,외국식,5263
41,스타벅스대전노은점,대전 유성구 은구비남로33번길 26-0,카페/찻집,5243
42,서원골유황오리,대전 유성구 엑스포로269번길 8-0,외국식,5168
43,쌍촌본가,대전 유성구 엑스포로 244-5,한식,5122
44,한마음정육식당탑립점,대전 유성구 엑스포로539번길 202-21,한식,4997
45,워낭명가,대전 유성구 계룡로105번길 10-0,한식,4960
46,오늘제빵소,대전 유성구 성북로 66-19,간이음식,4944
47,숯골원냉면,대전 유성구 현충원로 173-0,한식,4919
48,자작나무,대전 유성구 갑동로25번길 136-0,카페/찻집,4915
49,도레미아구찜,대전 유성구 문화원로14번길 36-0,한식,4814
50,갑동숯불민물장어,대전 유성구 갑동로 14-0,외국식,4790
51,소바공방,대전 유성구 엑스포로446번길 36-0,외국식,4722
52,케이인하우스[한식],대전 유성구 봉명로 27-27,한식,4712
53,연타발대전유성점,대전 유성구 계룡로87번길 16-0,외국식,4646
54,카페베네국방과학연구원점,대전 유성구,카페/찻집,4549
55,추어명가본점,대전 유성구 현충원로347번길 45-6,한식,4524
56,수통골장수오리,대전 유성구 수통골로 89-0,외국식,4516
57,오시오칼국수,대전 유성구 노은로410번길 8-0,한식,4514
58,르뺑99-1,대전 유성구 온천북로33번길 22-3,간이음식,4480
59,시크릿가든,대전 유성구 수통골로71번길 37-0,카페/찻집,4410
60,방일해장국유성점,대전 유성구 현충원로 289-0,한식,4360
61,뜨랑한우,대전 유성구 노은동로75번길 48-0,한식,4266
62,스타벅스대전반석역점,대전 유성구 북유성대로 303-0,카페/찻집,4260
63,유성불백,대전 유성구 죽동로242번길 8-16,한식,4253
64,스타벅스충남대정문점,대전 유성구 대학로 82-0,카페/찻집,4173
65,구들마루유성봉명점,대전 유성구 온천동로65번길 35-0,한식,4165
66,대청장어가대전점,대전 유성구 금남구즉로 1421-0,외국식,4157
67,카페태리,대전 유성구 수통골로 9-0,카페/찻집,4128
68,스타벅스대전테크노밸리점,대전 유성구 테크노4로 105-0,카페/찻집,4124
69,탑립커피,대전 유성구 엑스포로 600-0,카페/찻집,4112
70,맛찬들 왕소금구이봉명점,대전 유성구 대학로 60-0,한식,4108
71,띠울석갈비유성점,대전 유성구 계룡로141번길 1-0,한식,4103
72,스타벅스대전조이마루점,대전 유성구 엑스포로97번길 40-0,카페/찻집,4075
73,바르미샤브샤브앤칼국수유성봉명점,대전 유성구 대학로 39-10,한식,4054
74,KFC유성온천점,대전 유성구 대학로 3-0,간이음식,3982
75,대전신화수산,대전 유성구 노은동로 8-0,외국식,3820
75,스타벅스대전장대점,대전 유성구 유성대로 781-0,카페/찻집,3820
75,한우곰탕,대전 유성구 전민로22번길 30-0,한식,3820
78,임진강장어,대전 유성구 문화원로 143-0,외국식,3778
79,겐로쿠우동노은점,대전 유성구 반석동로40번길 92-1,외국식,3764
80,오한순 손수제비,대전 유성구 죽동로279번길 89-0,간이음식,3760
81,오모리생바지락손칼국수,대전 유성구 북유성대로 328-0,한식,3747
82,도안동감나무집유성본점,대전 유성구 진잠옛로 291-73,외국식,3724
83,안도스시,대전 유성구 죽동로279번길 5-28,외국식,3714
84,백마강민물장어,대전 유성구 도안대로567번길 3-0,외국식,3712
85,유성본가누룽지삼계탕,대전 유성구 유성대로 645-0,한식,3710
86,산밑할머니묵집,대전 유성구 관용로 33-0,한식,3656
87,르몽탁,대전 유성구 은구비로155번안길 28-0,외국식,3524
88,스타벅스대전유성점,대전 유성구 온천서로 2-0,카페/찻집,3520
89,동신수산,대전 유성구 노은동로75번길 12-0,외국식,3503
90,진월당,대전 유성구 봉명서로 27-4,한식,3485
91,버거킹대전유성온천역점,대전 유성구 대학로 8-0,간이음식,3479
92,피제리아614죽동점,대전 유성구 은구비로 145-0,간이음식,3437
93,늘상상[중식],대전 유성구 봉명서로 21-1,외국식,3431
94,커피인터뷰,대전 유성구 온천북로33번길 22-44,카페/찻집,3424
95,더빛나,대전 유성구 엑스포로 131-0,외국식,3353
96,띠울석갈비관평점,대전 유성구 테크노4로 57-0,한식,3337
96,천복순대국밥궁동점,대전 유성구 문화원로 57-0,한식,3337
98,올래국수,대전 유성구 월드컵대로290번길 1-0,간이음식,3320
99,스타벅스대전지족점,대전 유성구 지족로 373-0,카페/찻집,3289
100,블레스롤대전유성본점,대전 유성구 한밭대로492번길 7-0,카페/찻집,3278
