동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
86,1620,연인,애인_여자친구_커플,미식,맛집_양파_계란찜
29,99,자녀,딸_아들_청소년,레포츠/운동,운동장_캠핑_놀이터
25,60,기타가족,동서_동생_누나,문화예술,예술극장_노래방_클럽
15,57,회사동료,대리_직원,자연경관,공원_정원_산책로
11,7,부모님,아빠_모녀_부모님,휴식/힐링,테라피_나들이_피크닉
6,6,학생,고등학생_대학생_고딩,반려동물,반려동물_유기견_애견
4,4,친구,친구,역사유적,묘지_정자_한옥
