연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,3.0
60~69세,17.2,7.2
50~59세,18.4,6.2
40~49세,12.3,4.1
30~39세,11.4,2.4
20~29세,9.7,1.4
10~19세,1.0,1.1
