연령대,남성방문 비율,여성방문 비율
70세 이상,2.4,1.9
60~69세,10.2,5.5
50~59세,18.4,8.4
40~49세,14.8,6.8
30~39세,10.0,3.8
20~29세,7.4,4.2
10~19세,3.6,2.1
