연령대,남성방문 비율,여성방문 비율
70세 이상,8.3,6.6
60~69세,11.1,9.7
50~59세,12.4,10.7
40~49세,10.7,6.5
30~39세,4.2,2.8
20~29세,4.2,3.8
10~19세,4.5,3.7
