연령대,남성방문 비율,여성방문 비율
70세 이상,7.6,8.8
60~69세,16.1,15.3
50~59세,13.0,10.6
40~49세,8.8,4.2
30~39세,4.9,3.5
20~29세,3.2,1.4
10~19세,1.3,0.8
