순위,업소명,주소,분류,현지인 검색 수
1,스타벅스충북증평점,충북 증평군 광장로 40-0,카페/찻집,1578
2,미몽,충북 증평군 인삼로 408-0,카페/찻집,850
3,송원칼국수,충북 증평군 초중로 38-0,한식,769
4,두남자와 어머니청국장,충북 증평군 초중2길 4-0,한식,682
5,덕미네함지박소머리국밥,충북 증평군 역전로 17-0,한식,633
6,이와카페,충북 증평군 증안지길 155-0,카페/찻집,617
7,남도예담인벨포레[한식],충북 증평군 벨포레길 365-0,한식,518
8,토방촌,충북 증평군 초중11길 11-0,한식,421
9,춘화루[중식],충북 증평군 송산로7길 2-0,외국식,382
10,고기굼터보궁,충북 증평군 초중로 89-0,한식,334
11,일미분식,충북 증평군 신교길 36-0,간이음식,328
12,투썸플레이스충북증평점,충북 증평군 삼보로3길 11-0,카페/찻집,303
13,연가네순대국밥[한식],충북 증평군 초중10길 13-0,한식,283
14,이디야커피초중점,충북 증평군 초중5길 40-0,카페/찻집,276
15,산촌묵밥,충북 증평군 삼성길 21-0,한식,213
16,롯데리아증평점,충북 증평군 중앙로 215-1,간이음식,204
17,표가네명품순두부,충북 증평군 초중로 91-0,한식,188
18,장뜰순대,충북 증평군 윗장뜰길 27-1,한식,180
19,큰손짬뽕[중식],충북 증평군 삼보로7길 13-0,외국식,177
20,반여울,충북 증평군 삼보로 10-0,카페/찻집,176
21,이가짬뽕[중식],충북 증평군 초중2길 26-0,외국식,170
22,파리바게뜨충북증평,충북 증평군 중앙로 200-2,간이음식,161
23,소문난김밥천국,충북 증평군 광장로 110-1,간이음식,158
24,다복회[일식],충북 증평군 삼일로5길 28-0,외국식,157
25,길성이백숙증평점,충북 증평군 초중로 32-0,한식,155
26,교동식당,충북 증평군 윗장뜰길 75-1,한식,146
26,카페율리,충북 증평군 율리휴양로 291-0,카페/찻집,146
28,홍석정원증평점,충북 증평군 초중7길 45-0,한식,135
29,미소정,충북 증평군 송산로 140-0,한식,133
30,버거스캔들증평점,충북 증평군 초중6길 83-0,간이음식,131
31,동천칼국수,충북 증평군 초중2길 3-0,한식,127
32,동궁오리요리전문점,충북 증평군 초중2길 25-11,외국식,124
33,늘품석갈비냉면,충북 증평군 초중로 56-0,한식,120
33,증평인삼곰갈비탕,충북 증평군 송산로2길 21-0,한식,120
35,함지박소머리국밥,충북 증평군 역전로 17-0,한식,119
36,월악칡냉면,충북 증평군 장뜰로 21-0,한식,114
37,배스킨라빈스충북증평점,충북 증평군 중앙로 213-0,간이음식,102
38,황제시래기명태조림,충북 증평군 인삼로 75-0,한식,98
38,포레스트,충북 증평군 송산로6길 7-0,외국식,98
40,고돼장증평본점,충북 증평군 초중로 55-0,한식,96
41,반값소증평점,충북 증평군 송산로1길 17-11,한식,93
42,개성집증평점,충북 증평군 초중로 86-0,한식,88
43,아구마을해물촌,충북 증평군 초중4길 75-0,외국식,86
43,토지,충북 증평군 초정약수로 1039-0,외국식,86
45,가장맛있는족발충북증평점,충북 증평군 초중1길 30-0,외국식,84
45,코젤다크하우스증평점,충북 증평군 송산로2길 24-0,외국식,84
47,소문난보끄미증평점,충북 증평군 광장로 112-0,외국식,81
47,고기박사냉면,충북 증평군 삼보로 87-0,한식,81
49,파리바게뜨증평송산점,충북 증평군 송산로2길 36-1,간이음식,80
50,해성,충북 증평군 충청대로 1603-0,한식,76
51,도미노피자증평점,충북 증평군 중앙로 179-0,간이음식,75
51,호식이짬뽕[중식],충북 증평군 초중로 91-0,외국식,75
53,쇠마루정육점식당,충북 증평군 창신로 57-0,한식,73
54,청벽나루,충북 증평군 초중7길 44-0,한식,72
55,부원,충북 증평군 중앙로5길 11-1,한식,69
56,꽃마름증평점,충북 증평군 인삼로 73-0,외국식,67
57,황제산삼곰탕삼계탕,충북 증평군 중부로 2282-0,한식,66
58,명심감자탕,충북 증평군 송산로2길 37-13,한식,65
58,한울마루,충북 증평군 초중5길 31-0,한식,65
60,밀리내감자탕,충북 증평군 초중2길 13-0,한식,64
61,세림칼국수,충북 증평군 삼보로 23-0,한식,63
61,커피안뜰,충북 증평군 충청대로 1603-0,카페/찻집,63
63,도안생닭장수촌,충북 증평군 화성로 43-0,한식,60
63,커피철학,충북 증평군 대동1길 6-1,카페/찻집,60
65,다도횟집,충북 증평군 송산로1길 17-1,외국식,59
66,이화수전통육개장충북증평점,충북 증평군 중부로 2300-0,한식,56
67,대짜만두전골증평본점,충북 증평군 윗장뜰길 20-0,한식,55
67,소보양본가증평점,충북 증평군 초중2길 51-0,한식,55
69,24시전주명가콩나물국밥증평송산점,충북 증평군 광장로 30-0,한식,54
69,증평한우프라자,충북 증평군 중앙로 169-0,한식,54
71,칡냉면땡기는날,충북 증평군 아랫장뜰길 52-2,한식,53
71,포메인충북증평점,충북 증평군 인삼로 408-1,외국식,53
73,미암골,충북 증평군 인삼로 381-0,한식,52
74,호남한식부페,충북 증평군 인삼로 461-0,외국식,49
75,이디야커피증평송산점,충북 증평군 송산로1길 17-25,카페/찻집,48
75,소담한상,충북 증평군 아랫장뜰길 40-0,한식,48
77,미가일식,충북 증평군 초중로 58-0,외국식,47
77,장연식당,충북 증평군 초중8길 7-0,한식,47
77,청주본가증평점,충북 증평군 삼보로7길 32-0,한식,47
80,원조부원정육왕소금구이,충북 증평군 중앙로5길 11-1,한식,45
80,컨츄리수제돈까스,충북 증평군 송산로1길 7-0,외국식,45
82,어멍,충북 증평군 장뜰로 57-0,외국식,44
83,차이나루[중식],충북 증평군 초중2길 15-11,외국식,41
83,청솔곱창,충북 증평군 아랫장뜰길 66-0,외국식,41
85,우돈마당,충북 증평군 송산로1길 13-0,한식,40
85,금송가든,충북 증평군 증천1길 11-0,한식,40
87,뚜레쥬르증평하나로마트,충북 증평군 광장로 27-0,간이음식,39
87,하늬한식,충북 증평군 초중8길 33-20,한식,39
89,국가대표고기집증평초중점,충북 증평군 초중로 4-0,한식,37
90,토방국수전문점,충북 증평군 초중6길 86-0,한식,36
91,명륜진사갈비증평점,충북 증평군 송산로 62-0,한식,35
91,정석증평점 [일식],충북 증평군 초중로 82-0,외국식,35
93,고수갈비,충북 증평군 초중10길 14-0,한식,33
93,욜로커피로스터스,충북 증평군 송산로 128-0,카페/찻집,33
93,이삭토스트증평점,충북 증평군 광장로 102-0,간이음식,33
96,동대문엽기떡볶이증평점,충북 증평군 중앙로 193-4,간이음식,31
96,안성깍두기증평점,충북 증평군 초중로 84-0,한식,31
96,연가돈까스,충북 증평군 삼보로 88-1,외국식,31
96,은성집,충북 증평군 초중로 96-21,한식,31
96,대성루[중식],충북 증평군 광장로 118-1,외국식,31
