연령대,남성방문 비율,여성방문 비율
70세 이상,5.4,2.6
60~69세,10.1,5.2
50~59세,15.2,11.7
40~49세,14.6,4.9
30~39세,9.6,7.4
20~29세,4.9,5.8
10~19세,1.2,1.0
