순위,관광지명,주소,분류,외지인 검색 수
1,빛고을CC,광주 남구 효우로 153-0,육상레저스포츠,10907
2,무등시장,광주 남구 군분로 27-0,시장,10567
3,승촌보오토캠핑장,광주 남구,캠핑,9781
4,펭귄마을,광주 남구 천변좌로446번길 7-0,기타관광,9089
5,광주공원,광주 남구 중앙로107번길 15-0,도시공원,7886
6,포충사,광주 남구 포충로 767-0,역사유적지,4590
7,영산강6경(승촌보)승촌보문화관,광주 남구,기타관광,3807
8,쥬키아이스파크,광주 남구 봉선중앙로131번길 11-0,테마공원,3798
9,광주김치타운,광주 남구 김치로 60-0,기타관광,2956
10,빛고을농촌테마공원,광주 남구,도시공원,2890
11,사직공원,광주 남구 사직길 49-0,도시공원,2873
12,국제비즈니스타운W호텔,광주 남구 봉선로 8-0,호텔,2706
13,캠핑고래광주남구점,광주 남구 지산재길 42-2,캠핑,2655
14,어썸부티끄호텔,광주 남구 봉선로9번길 31-1,모텔,2422
15,광주국제양궁장,광주 남구 회재로 1189-1,육상레저스포츠,2318
16,봉선시장,광주 남구 봉선중앙로91번길 7-0,시장,2310
17,호텔여기어때광주백운점,광주 남구 독립로 23-1,모텔,1815
18,호텔더힐,광주 남구 독립로 9-10,모텔,1625
19,사직공원전망타워,광주 남구 서서평길 10-1,랜드마크관광,1480
20,광주향교,광주 남구 중앙로107번길 3-0,역사유적지,1387
21,골프존파크주월금당산점,광주 남구 회서로22번나길 16-0,육상레저스포츠,1264
22,남부시장,광주 남구 군분로148번길 3-0,시장,1219
23,유안근린공원,광주 남구,도시공원,986
24,고싸움놀이테마파크,광주 남구 고싸움로 2-0,기타문화관광지,892
25,호텔쿠,광주 남구 대남대로117번길 3-3,모텔,857
26,빛고을공예창작촌,광주 남구 포충로 937-0,기타문화관광지,833
27,김치박물관,광주 남구 김치로 60-0,전시시설,674
28,프린스모텔,광주 남구 독립로 9-14,모텔,658
29,we휘트니스,광주 남구 봉선2로 81-0,기타레저스포츠,657
30,샤이닝모텔,광주 남구 대남대로95번길 4-0,모텔,632
31,양림마을이야기관관광안내소,광주 남구 서서평길 7-0,기타관광,606
32,대골저수지,광주 남구,자연경관(하천/해양),560
33,우일선선교사사택,광주 남구 제중로47번길 20-0,역사유적지,543
34,레드원클라이밍,광주 남구 봉선2로 81-0,기타레저스포츠,541
35,운진각모텔,광주 남구 금화로 438-0,모텔,512
36,호텔포레스트,광주 남구 독립로 5-3,모텔,500
37,물빛근린공원,광주 남구 효우로93번길 2-0,도시공원,440
38,로얄모텔,광주 남구 금화로422번길 5-0,모텔,439
39,승촌공원축구장,광주 남구,레저스포츠시설,417
40,아리네게스트하우스,광주 남구 천변좌로428번길 6-0,호스텔,389
41,양림미술관,광주 남구 제중로 70-0,전시시설,336
42,오케이호텔,광주 남구 독립로 9-9,모텔,323
43,영산강문화관,광주 남구,교육시설,317
44,호랑가시나무언덕게스트하우스,광주 남구 제중로47번길 20-0,호스텔,316
45,다이소봉선2호점,광주 남구 봉선로 180-0,기타쇼핑시설,312
46,빛고을아트스페이스,광주 남구 천변좌로338번길 7-0,기타문화관광지,302
47,효천물빛노닐터,광주 남구,도시공원,263
48,10년후그라운드,광주 남구 양촌길 1-0,기타문화관광지,257
49,월산근린공원,광주 남구 월산로 0-0,도시공원,227
50,워킹온더클라우드광주점,광주 남구 봉선로 76-0,기타쇼핑시설,224
51,광주미디어아트플랫폼,광주 남구 천변좌로338번길 7-0,기타문화관광지,205
52,발렌타인모텔,광주 남구 독립로 9-15,모텔,204
53,창조떡방앗간,광주 남구 포충로 245-0,기타쇼핑시설,202
54,노대제,광주 남구,자연경관(하천/해양),187
55,광주힐링가든센터휴,광주 남구,농/산/어촌체험,183
56,까치고개,광주 남구,자연경관(산),181
57,야후모텔,광주 남구 독립로 5-12,모텔,171
58,광주세계김치축제,광주 남구 김치로 60-0,기타문화관광지,170
59,캐슬모텔,광주 남구 독립로 5-17,모텔,147
60,다이소광주효천1지구점,광주 남구 효천중앙로 64-0,기타쇼핑시설,141
61,고싸움놀이축제,광주 남구 고싸움로 2-0,기타문화관광지,133
62,창신빌딩,광주 남구 봉선로 2-0,기타쇼핑시설,116
63,광덕사,광주 남구 화산로 129-0,종교성지,113
64,드맹아트홀,광주 남구 천변좌로 392-0,공연시설,111
65,르네상스모텔,광주 남구 독립로15번길 3-0,모텔,105
66,이장우가옥,광주 남구 양촌길 21-0,역사유적지,102
67,스위밍차일드광주봉선점,광주 남구 유안초등북길 7-0,테마공원,96
68,어썸마켓광주본점,광주 남구 대남대로 143-0,기타쇼핑시설,93
69,제석산구름다리,광주 남구,기타관광,90
70,호랑가시나무아트폴리곤,광주 남구 제중로47번길 20-0,전시시설,88
71,대촌전통문화커뮤니티센터,광주 남구 포충로 937-0,기타문화관광지,83
72,이강하미술관,광주 남구 3·1만세운동길 6-0,전시시설,79
73,크로스핏호야,광주 남구 서문대로556번길 22-0,기타레저스포츠,78
74,금당산,광주 남구,자연경관(산),75
75,광주시립수목원건축중(2022년11월준공예정),광주 남구,자연공원,72
76,광주교,광주 남구,기타관광,69
77,고싸움놀이전수관,광주 남구 고싸움로 2-0,기타문화관광지,68
78,토마토모텔,광주 남구 대남대로 39-2,모텔,67
79,광주실내스키장&SW코딩체험센터,광주 남구 천변좌로338번길 16-0,기타레저스포츠,64
79,뒹굴동굴,광주 남구 천변좌로 410-0,자연생태,64
81,오웬기념각,광주 남구 백서로70번길 6-0,역사유적지,62
82,칠석동은행나무,광주 남구,역사유적지,61
83,아리아모텔,광주 남구 대남대로117번길 3-3,모텔,54
84,코아모텔,광주 남구 독립로 5-3,모텔,48
85,광주음악창작소,광주 남구 사직길 17-0,공연시설,47
86,다이소광주효천점,광주 남구 효우2로26번길 3-0,기타쇼핑시설,46
86,피크뮤직홀,광주 남구 사직길 17-0,공연시설,46
88,아쿠아스플래쉬광주봉선점,광주 남구 봉선로 127-0,테마공원,45
89,지산재,광주 남구 지산재길 51-0,역사유적지,43
90,유니온종합상사,광주 남구 대남대로 401-0,기타쇼핑시설,42
90,화성타일건재상사,광주 남구 대남대로 286-0,기타쇼핑시설,42
92,하얀집모텔,광주 남구 대남대로 380-0,모텔,41
92,바람난강아지,광주 남구 천변좌로 394-1,기타쇼핑시설,41
92,쓰리업위그,광주 남구 효덕로 194-0,기타쇼핑시설,41
95,바이퍼전자담배,광주 남구 군분로110번길 3-3,기타쇼핑시설,40
95,백운스카이,광주 남구 백운로21번길 7-0,기타쇼핑시설,40
95,한국종합철물,광주 남구 봉선중앙로 65-0,기타쇼핑시설,40
98,미용재료종합백화점,광주 남구 대남대로 398-0,기타쇼핑시설,39
98,케이지풋살아레나백운점,광주 남구 독립로 106-0,기타레저스포츠,39
100,동학사,광주 남구 서문대로751번길 7-2,종교성지,38
