연령대,남성방문 비율,여성방문 비율
70세 이상,6.3,7.8
60~69세,15.4,12.1
50~59세,14.8,14.7
40~49세,7.2,6.3
30~39세,4.0,2.8
20~29세,3.2,2.3
10~19세,1.8,0.9
