동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1769,21232,자녀,아들_딸_청소년,미식,라면_맛집_맥주
1150,3863,부모님,부모님_아빠_할머니,자연경관,계곡_바다_산책로
993,1845,기타가족,가족_오빠_엄마,레포츠/운동,낚시_수영장_캠핑
752,1064,친구,친구_지인_룸메,문화예술,노래방_전시관_클럽
603,453,회사동료,대리_차장_직원,역사유적,정자_다리_한옥
326,116,연인,애인_여자친구_커플,휴식/힐링,나들이_힐링_물멍
101,21,학생,고딩_대학생_중딩,반려동물,펫_반려동물_애견
45,3,싱글,독신_혼자_싱글,체험,수학여행
20,0,배우자,남편_아내_와이프,,
