연령대,남성방문 비율,여성방문 비율
70세 이상,7.5,6.2
60~69세,13.8,10.5
50~59세,15.2,12.8
40~49세,8.1,4.9
30~39세,5.5,4.8
20~29세,3.4,3.2
10~19세,1.8,1.2
