동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
0,3,,,자연경관,바다_해안,호미곶 등대
0,2,,,문화예술,박물관_광장,호미곶 등대
