유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
충청남도 천안시 동남구 , 충청남도 천안시 서북구,42.0,1
충청남도 아산시 , 충청남도 천안시 서북구,35.6,1
경기도 평택시 , 충청남도 천안시 서북구,3.7,1
경기도 안성시 , 충청남도 천안시 서북구,2.6,1
경기도 화성시 , 충청남도 천안시 서북구,1.3,1
세종특별자치시  , 충청남도 천안시 서북구,1.3,1
충청남도 당진시 , 충청남도 천안시 서북구,0.8,1
충청북도 청주시 흥덕구 , 충청남도 천안시 서북구,0.8,1
충청남도 공주시 , 충청남도 천안시 서북구,0.7,1
충청북도 진천군 , 충청남도 천안시 서북구,0.7,1
충청북도 청주시 청원구 , 충청남도 천안시 서북구,0.6,1
경기도 용인시 기흥구 , 충청남도 천안시 서북구,0.5,1
충청남도 예산군 , 충청남도 천안시 서북구,0.4,1
경기도 오산시 , 충청남도 천안시 서북구,0.4,1
경기도 용인시 처인구 , 충청남도 천안시 서북구,0.4,1
대전광역시 유성구 , 충청남도 천안시 서북구,0.4,1
충청북도 청주시 서원구 , 충청남도 천안시 서북구,0.3,1
경기도 성남시 분당구 , 충청남도 천안시 서북구,0.3,1
대전광역시 서구 , 충청남도 천안시 서북구,0.2,1
충청남도 서산시 , 충청남도 천안시 서북구,0.2,1
 충청남도 천안시 서북구,충청남도 천안시 동남구,41.9,2
 충청남도 천안시 서북구,충청남도 아산시,21.4,2
 충청남도 천안시 서북구,경기도 평택시,5.7,2
 충청남도 천안시 서북구,경기도 안성시,5.1,2
 충청남도 천안시 서북구,세종특별자치시 ,1.6,2
 충청남도 천안시 서북구,경기도 화성시,1.4,2
 충청남도 천안시 서북구,충청남도 당진시,1.3,2
 충청남도 천안시 서북구,경기도 용인시 기흥구,1.1,2
 충청남도 천안시 서북구,대전광역시 유성구,0.9,2
 충청남도 천안시 서북구,충청남도 공주시,0.9,2
 충청남도 천안시 서북구,충청북도 청주시 청원구,0.8,2
 충청남도 천안시 서북구,충청북도 청주시 흥덕구,0.8,2
 충청남도 천안시 서북구,충청북도 진천군,0.8,2
 충청남도 천안시 서북구,충청남도 예산군,0.7,2
 충청남도 천안시 서북구,경기도 용인시 처인구,0.5,2
 충청남도 천안시 서북구,충청남도 보령시,0.4,2
 충청남도 천안시 서북구,충청남도 서산시,0.4,2
 충청남도 천안시 서북구,경기도 수원시 영통구,0.4,2
 충청남도 천안시 서북구,서울특별시 강남구,0.4,2
 충청남도 천안시 서북구,충청남도 태안군,0.4,2
