연령대,남성방문 비율,여성방문 비율
70세 이상,1.0,0.7
60~69세,3.4,1.0
50~59세,19.4,2.7
40~49세,21.5,3.5
30~39세,24.5,4.5
20~29세,13.4,3.3
10~19세,0.6,0.3
