순위,관광지명,주소,분류
1,이마트/평택점,경기 평택시 영신로 29-0,쇼핑
2,통복시장,경기 평택시 통복시장로25번길 10-0,쇼핑
3,롯데마트/평택점,경기 평택시 평택5로 30-0,쇼핑
4,AK플라자/평택점,경기 평택시 평택로 51-0,쇼핑
5,홈플러스/송탄점,경기 평택시 경기대로 1103-0,쇼핑
6,뉴코아아울렛/평택점,경기 평택시 경기대로 279-0,쇼핑
7,홈플러스/평택안중점,경기 평택시 서동대로 1489-0,쇼핑
8,평택호관광단지,경기 평택시 평택호길 159-0,기타관광지
9,소풍정원,경기 평택시,자연관광지
10,다이소/평택세교점,경기 평택시 평택로 311-0,쇼핑
11,배다리도서관,경기 평택시 죽백6로 20-0,문화시설
12,더마트/평택점,경기 평택시 세교산단로101번길 114-1,쇼핑
13,하이웨이마트/송탄지산점,경기 평택시 송탄공원로 91-0,쇼핑
14,배다리생태공원,경기 평택시,자연관광지
15,다이소/평택장당점,경기 평택시 송탄로 5-0,쇼핑
16,평택국제중앙시장,경기 평택시 중앙시장로25번길 11-4,쇼핑
17,고릴라캠핑/평택점,경기 평택시 만세로 1731-0,쇼핑
18,한샘할인마트/포승점,경기 평택시 여술2길 25-0,쇼핑
19,성경마트/평택점,경기 평택시 만세로 1776-0,쇼핑
20,다이소/평택소사벌지구점,경기 평택시 평남로 862-0,쇼핑
21,하이웨이마트/통복점,경기 평택시 평남로 308-0,쇼핑
22,평택항국제여객터미널,경기 평택시 평택항만길 75-0,자연관광지
23,삼성전자서비스/평택센터,경기 평택시 평택로 305-0,쇼핑
24,평택프리미엄아울렛,경기 평택시 경기대로 985-0,쇼핑
25,PPO,경기 평택시 경기대로 945-0,쇼핑
26,CGV/평택소사,경기 평택시 평남로 862-0,공연/행사
27,킹콩백화점/평택점,경기 평택시 청룡길 2-0,쇼핑
28,식자재왕도매마트/평택신장점,경기 평택시 목천로 74-17,쇼핑
29,내리문화공원,경기 평택시,자연관광지
30,소사벌레포츠타운,경기 평택시 평남로 616-0,기타관광지
31,서정리전통시장,경기 평택시 서정역로47번길 20-0,쇼핑
32,캐니언파크/평택,경기 평택시 비전5로 10-0,휴양관광지
33,평택시농업생태원,경기 평택시 청오로 33-34,자연관광지
