연령대,남성방문 비율,여성방문 비율
70세 이상,3.5,2.0
60~69세,9.9,4.4
50~59세,9.1,4.4
40~49세,6.1,2.7
30~39세,5.3,1.6
20~29세,43.2,2.5
10~19세,3.9,1.1
