연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,1.3
60~69세,11.2,5.2
50~59세,20.1,8.9
40~49세,16.5,6.2
30~39세,10.5,5.0
20~29세,5.7,3.3
10~19세,1.2,1.0
