연령대,남성방문 비율,여성방문 비율
70세 이상,3.7,4.4
60~69세,12.9,8.3
50~59세,15.9,12.8
40~49세,11.5,7.4
30~39세,6.0,5.3
20~29세,2.8,2.6
10~19세,2.7,2.3
