연령대,남성방문 비율,여성방문 비율
70세 이상,3.0,3.3
60~69세,10.5,11.6
50~59세,12.3,14.1
40~49세,9.6,9.2
30~39세,5.5,5.8
20~29세,4.8,3.8
10~19세,2.5,2.2
