동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
6,124,연인,커플,자연경관,폭포_계곡_바다,엉또폭포
5,63,기타가족,가족_언니,미식,차_카페_물회,엉또폭포
1,0,부모님,엄빠,,,엉또폭포
