연령대,남성방문 비율,여성방문 비율
70세 이상,4.5,4.0
60~69세,10.7,8.4
50~59세,11.0,9.7
40~49세,9.7,8.4
30~39세,6.2,8.3
20~29세,6.0,2.7
10~19세,4.2,3.9
