연령대,남성방문 비율,여성방문 비율
70세 이상,2.5,1.7
60~69세,8.9,8.0
50~59세,10.9,16.9
40~49세,7.1,10.2
30~39세,6.6,6.7
20~29세,7.6,7.5
10~19세,2.2,2.3
