유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
강원도 강릉시 , 강원도 평창군,22.8,1
강원도 횡성군 , 강원도 평창군,13.8,1
강원도 원주시 , 강원도 평창군,8.6,1
경기도 광주시 , 강원도 평창군,4.0,1
경기도 양평군 , 강원도 평창군,3.2,1
경기도 여주시 , 강원도 평창군,2.8,1
강원도 정선군 , 강원도 평창군,2.7,1
강원도 양양군 , 강원도 평창군,2.2,1
강원도 속초시 , 강원도 평창군,1.8,1
서울특별시 강남구 , 강원도 평창군,1.5,1
경기도 이천시 , 강원도 평창군,1.4,1
서울특별시 송파구 , 강원도 평창군,1.3,1
경기도 하남시 , 강원도 평창군,1.2,1
경기도 성남시 분당구 , 강원도 평창군,1.2,1
서울특별시 서초구 , 강원도 평창군,1.1,1
강원도 영월군 , 강원도 평창군,1.1,1
강원도 홍천군 , 강원도 평창군,1.0,1
강원도 동해시 , 강원도 평창군,1.0,1
경기도 용인시 처인구 , 강원도 평창군,1.0,1
경기도 용인시 기흥구 , 강원도 평창군,1.0,1
 강원도 평창군,강원도 강릉시,52.4,2
 강원도 평창군,강원도 횡성군,9.0,2
 강원도 평창군,강원도 원주시,4.8,2
 강원도 평창군,강원도 속초시,4.5,2
 강원도 평창군,강원도 양양군,4.1,2
 강원도 평창군,강원도 삼척시,3.5,2
 강원도 평창군,강원도 정선군,3.0,2
 강원도 평창군,강원도 동해시,2.8,2
 강원도 평창군,경기도 여주시,2.6,2
 강원도 평창군,강원도 춘천시,1.3,2
 강원도 평창군,강원도 영월군,1.3,2
 강원도 평창군,경기도 이천시,1.1,2
 강원도 평창군,강원도 고성군,0.9,2
 강원도 평창군,강원도 홍천군,0.9,2
 강원도 평창군,경기도 양평군,0.7,2
 강원도 평창군,충청북도 제천시,0.6,2
 강원도 평창군,경기도 광주시,0.5,2
 강원도 평창군,경기도 하남시,0.3,2
 강원도 평창군,경기도 남양주시,0.3,2
 강원도 평창군,서울특별시 강남구,0.3,2
