순위,업소명,주소,분류,외지인 검색 수
1,평창한우마을대관령점,강원 평창군 경강로 5195-25,한식,22501
2,다키닥팜,강원 평창군 금당계곡로 1731-5,외국식,14426
3,황태회관본관,강원 평창군 눈마을길 19-0,한식,13111
4,미가연,강원 평창군 기풍로 108-0,한식,13033
5,대관령한우타운,강원 평창군 올림픽로 38-0,한식,12779
6,평창한우마을면온점,강원 평창군 진조길 57-0,한식,12746
7,메밀꽃필무렵,강원 평창군 이효석길 33-13,한식,10873
8,진태원[중식],강원 평창군 횡계길 19-0,외국식,10562
9,방림메밀막국수분점,강원 평창군 눈마을길 13-0,한식,9365
10,납작식당,강원 평창군 올림픽로 35-0,한식,8892
11,부일식당[한식],강원 평창군 진부중앙로 100-5,한식,8741
12,봉평흔들바위[한식],강원 평창군 태기로 1-0,한식,8188
13,풀내음,강원 평창군 메밀꽃길 13-0,외국식,8147
14,대관령감자옹심이,강원 평창군 경강로 5193-0,한식,7892
15,메밀꽃향기,강원 평창군 이효석길 33-5,한식,7472
16,황태회관,강원 평창군 눈마을길 19-0,한식,7151
17,해와비,강원 평창군 대관령로 193-8,한식,7095
18,용평회관,강원 평창군 횡계2길 15-0,한식,6922
19,수미카페,강원 평창군 횡계길 24-0,카페/찻집,6750
20,현대막국수,강원 평창군 동이장터길 17-0,한식,6454
21,감자네,강원 평창군 방아다리로 360-0,한식,5953
22,황태덕장,강원 평창군 눈마을길 21-0,외국식,5742
23,와우대관령한우진부점,강원 평창군 까치골길 7-0,한식,5376
24,카페연월일,강원 평창군 진고개로 129-0,카페/찻집,5310
25,송어의집,강원 평창군 아랫상리길 19-4,외국식,5127
26,이촌쉼터딸부자,강원 평창군 꽃밭양지길 405-0,한식,5016
27,도암식당,강원 평창군 대관령로 103-0,한식,4909
28,두일막국수,강원 평창군 방아다리로 324-0,한식,4604
29,큰우리,강원 평창군 대관령로 192-0,한식,4431
30,금강숯불닭갈비 메밀막국수,강원 평창군 강변길 87-0,외국식,4401
31,남경식당,강원 평창군 대관령마루길 347-0,한식,4360
32,삼교리동치미막국수대관령점,강원 평창군 꽃밭양지길 51-6,한식,4311
33,고향막국수,강원 평창군 이효석길 142-0,한식,4287
34,마카카페,강원 평창군 메밀꽃길 10-16,카페/찻집,4244
35,평창한우다래,강원 평창군 태기로 120-0,한식,4218
36,마추픽추,강원 평창군 태기로 352-0,카페/찻집,4175
37,동이네막국수,강원 평창군 이효석길 144-0,한식,3905
38,가시머리식당,강원 평창군 대관령마루길 369-0,한식,3802
39,대관령한우국밥타운,강원 평창군 올림픽로 183-0,한식,3625
40,운두령횟집,강원 평창군 운두령로 825-0,외국식,3467
41,편배기,강원 평창군 올림픽로 62-3,한식,3465
42,유천막국수,강원 평창군 만과봉길 58-0,한식,3447
43,방림메밀막국수본점,강원 평창군 서동로 1323-0,한식,3185
44,고향이야기,강원 평창군 눈마을길 9-0,한식,3163
45,엘림,강원 평창군 땅골길 2-57,카페/찻집,2998
46,트리고카페,강원 평창군 메밀꽃길 10-1,카페/찻집,2973
47,루앤루베이커리,강원 평창군 횡계길 3-0,간이음식,2913
48,대박식당,강원 평창군 대관령로 122-0,한식,2904
49,평창88송어,강원 평창군 서동로 3713-8,외국식,2760
50,유명식당,강원 평창군 전나무길 3-0,한식,2675
51,옛골,강원 평창군 메밀꽃길 7-0,외국식,2521
52,금천회관,강원 평창군 대관령로 92-0,한식,2494
53,성주식당,강원 평창군 방아다리로 306-0,한식,2474
54,투썸플레이스평창올림픽플라자점,강원 평창군 올림픽로 177-0,카페/찻집,2399
55,오대산달빛미소,강원 평창군 오대산로 152-0,한식,2387
56,두부메밀촌,강원 평창군 운두령로 274-0,한식,2345
57,김영이국밥,강원 평창군 경강로 5193-0,한식,2333
58,선비촌,강원 평창군 운두령로 601-4,한식,2327
59,사계절시골밥상,강원 평창군 솔봉로 193-9,한식,2237
60,대관령한우프라자,강원 평창군 무이진등길 37-0,한식,2145
61,일송정,강원 평창군 태기로 393-0,한식,2140
62,꼬로베이,강원 평창군 태기로 68-0,카페/찻집,2128
63,부림식당,강원 평창군 진부중앙로 70-3,한식,2066
64,토담막국수,강원 평창군 대화5길 4-0,한식,2065
65,모두랑용평셀프한우마을,강원 평창군 올림픽로 715-0,한식,2034
66,가벼슬,강원 평창군 이효석길 118-8,한식,2028
66,선재길식당[한식],강원 평창군 오대산로 152-0,한식,2028
68,옥봉식당,강원 평창군 동이장터길 13-1,한식,2001
69,노다지,강원 평창군 올림픽로 153-0,한식,1983
70,파리바게뜨PB횡계점,강원 평창군 대관령로 98-0,간이음식,1924
71,남우수산횟집,강원 평창군 운두령로 714-52,외국식,1923
72,그리심,강원 평창군 제방길 33-6,카페/찻집,1902
73,평창송어횟집,강원 평창군 송정택지2길 33-21,외국식,1877
74,묵사발,강원 평창군 태기로 80-29,한식,1854
75,횡계칼국수,강원 평창군 횡계2길 7-0,한식,1848
76,이화에 월백하고,강원 평창군 고길천로 859-0,카페/찻집,1823
77,팔석정송어횟집,강원 평창군 보래령로 16-10,외국식,1812
78,스위스램,강원 평창군 대관령마루길 365-12,외국식,1808
79,메밀마당,강원 평창군,한식,1753
80,원조맷돌순두부,강원 평창군 송천길 10-0,한식,1741
81,봉평차이나[중식],강원 평창군 기풍로 136-0,외국식,1692
82,대관령황태촌,강원 평창군 송전길 14-0,한식,1647
83,동양식당[한식],강원 평창군 대관령로 118-0,한식,1603
84,봉평메밀막국수거리,강원 평창군,기타음식,1583
85,평창한우마을본점,강원 평창군 대화3길 15-0,한식,1465
86,달콤한게으름,강원 평창군 진고개로 51-5,카페/찻집,1442
87,대관령김치찌개집,강원 평창군 경강로 5103-0,한식,1437
88,이조막국수,강원 평창군 여만길 99-3,한식,1425
89,상진부해장국,강원 평창군 진벌1길 37-9,한식,1424
90,이디야커피대관령점,강원 평창군 눈마을길 11-0,카페/찻집,1417
91,금학칼국수,강원 평창군 기풍로 166-2,한식,1413
