동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
2511,6788,기타가족,가족_오빠_사촌,미식,막국수_차_칼국수
211,3512,배우자,아내_신랑_남편,자연경관,계곡_바다_양떼목장
100,1692,부모님,할머니_어머님_아빠,레포츠/운동,캠핑_스키_수영장
89,712,연인,커플_여자친구_애인,휴식/힐링,힐링_불멍_호캉스
61,249,자녀,아들_아드님_자녀,문화예술,갤러리_공장_박물관
40,91,회사동료,대리_차장_임원,반려동물,애견_동물_반려견
21,54,친구,절친_친구_베프,역사유적,정자_생가_한옥
18,15,학생,고딩_초등학생_중학생,체험,알파카체험_vr체험_한옥체험
5,0,싱글,혼자_싱글,,
