기준연월,지역명,방문자 수
202108,경기도 고양시 일산동구 ,4794410.0
202110,경기도 고양시 일산동구 ,5184090.0
202109,경기도 고양시 일산동구 ,5054123.0
202111,경기도 고양시 일산동구 ,5001319.0
202112,경기도 고양시 일산동구 ,4852980.0
202201,경기도 고양시 일산동구 ,4793964.0
202202,경기도 고양시 일산동구 ,4066452.0
202203,경기도 고양시 일산동구 ,4869848.0
202204,경기도 고양시 일산동구 ,5315334.0
202205,경기도 고양시 일산동구 ,5584699.0
202206,경기도 고양시 일산동구 ,5000965.0
202207,경기도 고양시 일산동구 ,5425789.0
