순위,업소명,주소,분류,현지인 검색 수
1,스타벅스송림트레이더스점,인천 동구 봉수대로 82-0,카페/찻집,357
2,소플러스송림점,인천 동구 염전로40번길 85-0,한식,348
3,앤드아워,인천 동구 수문통로 27-0,카페/찻집,337
4,송림기사식당,인천 동구 새천년로 28-0,한식,291
5,인천화평동냉면골목,인천 동구,기타음식,218
6,벌교꼬막정식1968본점,인천 동구 제물량로 424-0,외국식,210
7,사리원냉면,인천 동구 수문통로 62-0,한식,199
8,현대물텀벙,인천 동구 샛골로 140-0,한식,182
9,수문통짬뽕[중식],인천 동구 수문통로 41-0,외국식,155
10,해장국집,인천 동구 동산로87번길 6-0,한식,144
11,벽란식당,인천 동구 화도진로 102-4,외국식,141
12,명가순대,인천 동구 화수로 18-0,한식,132
13,진천토종순대,인천 동구 동산로 26-0,한식,109
14,문화반점[중식],인천 동구 금곡로 29-0,외국식,107
15,삼대인천게장본점,인천 동구 금곡로81번길 22-0,외국식,100
16,투썸플레이스인천송림점,인천 동구 송미로 17-7,카페/찻집,88
17,황허장[중식],인천 동구 동산로 28-0,외국식,70
18,뚜레쥬르인천송림,인천 동구 송림로 113-0,간이음식,67
18,횡성소머리국밥,인천 동구 봉수대로8번길 13-4,한식,67
20,배스킨라빈스인천송림오거리점,인천 동구 송림로 110-0,간이음식,66
21,송미옥,인천 동구 화도진로5번길 11-3,외국식,65
22,물레방아,인천 동구 화수로 80-1,한식,63
23,짬뽕타임송림점 [중식],인천 동구 송미로 11-14,외국식,57
24,원조할머니냉면,인천 동구 화평로 24-2,한식,54
25,우순임원조할머니쭈꾸미,인천 동구 제물량로 342-0,외국식,52
26,일미화평동냉면,인천 동구 화평로 18-0,한식,49
27,엄니밥줘,인천 동구 새천년로 15-0,외국식,47
28,문성각[중식],인천 동구 송미로 35-0,외국식,42
28,파리바게뜨인천송림점,인천 동구 샛골로 159-0,간이음식,42
28,힘찬장어,인천 동구 새천년로 97-0,외국식,42
31,갯마을셀프회,인천 동구 송화로42번길 18-0,외국식,40
32,다다익선숯불돼지갈비송림점,인천 동구 샛골로210번길 9-0,한식,38
33,화순반점[중식],인천 동구 만석부두로 3-0,외국식,36
