유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경상북도 칠곡군 , 경상북도 구미시,33.7,1
경상북도 김천시 , 경상북도 구미시,15.0,1
대구광역시 북구 , 경상북도 구미시,7.0,1
대구광역시 달서구 , 경상북도 구미시,4.5,1
경상북도 상주시 , 경상북도 구미시,4.3,1
대구광역시 동구 , 경상북도 구미시,3.2,1
대구광역시 수성구 , 경상북도 구미시,3.0,1
대구광역시 달성군 , 경상북도 구미시,2.4,1
경상북도 군위군 , 경상북도 구미시,2.3,1
경상북도 경산시 , 경상북도 구미시,1.5,1
대구광역시 중구 , 경상북도 구미시,1.5,1
대구광역시 서구 , 경상북도 구미시,1.4,1
경상북도 의성군 , 경상북도 구미시,1.4,1
경상북도 안동시 , 경상북도 구미시,1.3,1
경상북도 성주군 , 경상북도 구미시,1.2,1
경상북도 문경시 , 경상북도 구미시,1.1,1
대구광역시 남구 , 경상북도 구미시,0.9,1
경상북도 영천시 , 경상북도 구미시,0.7,1
경상북도 경주시 , 경상북도 구미시,0.6,1
경상북도 포항시 북구 , 경상북도 구미시,0.5,1
 경상북도 구미시,경상북도 칠곡군,24.2,2
 경상북도 구미시,경상북도 김천시,11.7,2
 경상북도 구미시,대구광역시 동구,5.0,2
 경상북도 구미시,대구광역시 북구,4.6,2
 경상북도 구미시,대구광역시 수성구,4.5,2
 경상북도 구미시,대구광역시 달서구,4.1,2
 경상북도 구미시,경상북도 상주시,3.9,2
 경상북도 구미시,경상북도 군위군,2.6,2
 경상북도 구미시,대구광역시 중구,2.6,2
 경상북도 구미시,경상북도 경주시,2.4,2
 경상북도 구미시,경상북도 포항시 북구,2.1,2
 경상북도 구미시,대구광역시 달성군,2.0,2
 경상북도 구미시,경상북도 문경시,1.9,2
 경상북도 구미시,경상북도 의성군,1.3,2
 경상북도 구미시,경상북도 안동시,1.3,2
 경상북도 구미시,경상북도 영덕군,1.2,2
 경상북도 구미시,경상북도 경산시,1.2,2
 경상북도 구미시,대구광역시 남구,1.0,2
 경상북도 구미시,경상북도 성주군,0.9,2
 경상북도 구미시,경상북도 포항시 남구,0.9,2
