동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
844,8481,연인,애인_커플_여자친구,미식,냉면_아메리카노_김치전
383,962,기타가족,오빠_시댁_누나,레포츠/운동,프리다이빙_실내놀이터_캠핑
90,439,회사동료,사원_대리_임원,문화예술,공장_노래방_카지노
86,400,부모님,아빠_부모_외할머니,자연경관,공원_계곡_눈길
85,319,자녀,아들_큰아들_딸,휴식/힐링,근교여행_나들이_가을여행
54,62,학생,대학생_고삼_초딩,역사유적,한옥_다리_정자
52,49,친구,친구_동창_절친,반려동물,애견_반려동물_애견미용
31,11,배우자,신랑_남편_부인,체험,수학여행
1,0,싱글,혼자,,
