순위,관광지명,주소,분류,외지인 검색 수
1,마산어시장,경남 창원시 마산합포구 복요리로 7-0,시장,62870
2,마산로봇랜드,경남 창원시 마산합포구 로봇랜드로 250-0,기타관광,52665
3,광암해수욕장,경남 창원시 마산합포구,자연경관(하천/해양),21148
4,저도스카이워크,경남 창원시 마산합포구 해양관광로 1872-60,기타관광,19610
5,원전선착장,경남 창원시 마산합포구 이순신로 0-0,교통시설,12270
6,해양드라마세트장,경남 창원시 마산합포구,복합관광시설,12027
7,마산가포신항,경남 창원시 마산합포구 드림베이대로 0-0,자연경관(하천/해양),9840
8,마산국화축제,경남 창원시 마산합포구 해안대로 168-0,기타문화관광지,9321
9,스카이뷰관광호텔,경남 창원시 마산합포구 해안대로 317-0,호텔,9119
10,가포해안변공원,경남 창원시 마산합포구,도시공원,7048
11,원전방파제,경남 창원시 마산합포구,자연경관(하천/해양),6210
12,3.15해양누리공원,경남 창원시 마산합포구,도시공원,5888
13,돝섬유람선터미널,경남 창원시 마산합포구 제2부두로 56-0,교통시설,5501
14,롯데시네마프리미엄경남대,경남 창원시 마산합포구 해안대로 7-0,공연시설,5150
15,가포수변공원,경남 창원시 마산합포구,도시공원,4548
16,저도비치로드,경남 창원시 마산합포구 하포길 2-0,기타관광,4296
17,용댐계곡,경남 창원시 마산합포구,자연경관(산),4222
18,브라운도트호텔마산오동동점,경남 창원시 마산합포구 수산1길 231-0,호텔,3969
19,창원휴양림오토캠핑장,경남 창원시 마산합포구 석곡로 342-2,캠핑,3597
20,안녕오토캠핑,경남 창원시 마산합포구 안녕로 329-0,캠핑,3423
21,호텔레이지헤븐,경남 창원시 마산합포구 어시장9길 39-0,모텔,3177
22,돝섬해피랜드,경남 창원시 마산합포구 제2부두로 56-0,복합관광시설,2984
23,아몬드호텔,경남 창원시 마산합포구 월영동11길 19-0,호텔,2874
24,마산부림시장,경남 창원시 마산합포구 동서북10길 37-0,시장,2836
25,마산엠호텔,경남 창원시 마산합포구 해안대로 367-0,호텔,2832
26,역적촬영지해양드라마세트장,경남 창원시 마산합포구,기타문화관광지,2790
27,문신미술관,경남 창원시 마산합포구 문신길 147-0,전시시설,2769
28,광암항,경남 창원시 마산합포구 광암해안길 53-0,자연경관(하천/해양),2394
29,거락계곡,경남 창원시 마산합포구,자연경관(산),2374
30,마산관광호텔,경남 창원시 마산합포구 수산1길 285-0,호텔,2288
31,진동시장,경남 창원시 마산합포구 진동시장길 43-7,시장,2275
32,욱곡방파제,경남 창원시 마산합포구,자연경관(하천/해양),2198
33,옥계방파제,경남 창원시 마산합포구,자연경관(하천/해양),2002
34,심리별장,경남 창원시 마산합포구 괭이바다길 231-3,펜션/민박,1967
35,루카스호텔,경남 창원시 마산합포구 수산1길 249-0,호텔,1931
36,구복방파제,경남 창원시 마산합포구,자연경관(하천/해양),1905
37,북마산가구거리,경남 창원시 마산합포구,기타쇼핑시설,1797
38,양촌여울체험캠프,경남 창원시 마산합포구 의산삼일로 60-0,캠핑,1787
39,호텔사과나무,경남 창원시 마산합포구 가포신항북로 16-0,호텔,1765
40,오동동문화광장,경남 창원시 마산합포구 동서북16길 31-4,도시공원,1738
41,정법사,경남 창원시 마산합포구 몽고정길 50-0,종교성지,1726
42,더하루캠핑파크,경남 창원시 마산합포구 팔의사로 342-22,캠핑,1712
43,엑스풋살,경남 창원시 마산합포구 가포신항남로 12-1,기타레저스포츠,1662
44,여우비호텔,경남 창원시 마산합포구 월영동11길 22-0,호텔,1648
45,심리방파제,경남 창원시 마산합포구,자연경관(하천/해양),1606
46,진북편백골관광농원캠핑장,경남 창원시 마산합포구 금산길 209-81,캠핑,1537
47,다구방파제,경남 창원시 마산합포구,자연경관(하천/해양),1502
48,산호시장,경남 창원시 마산합포구 산호북15길 11-0,시장,1478
49,창동예술촌,경남 창원시 마산합포구 오동서6길 24-0,복합관광시설,1415
50,해암사,경남 창원시 마산합포구 괭이바다길 312-0,종교성지,1399
51,장구선착장,경남 창원시 마산합포구 장구길 0-0,교통시설,1353
52,아드리아리조트,경남 창원시 마산합포구 주도2길 80-0,콘도미니엄,1320
53,평암189캠핑장,경남 창원시 마산합포구 평암로 372-8,캠핑,1314
54,의림사,경남 창원시 마산합포구 의림로 382-0,종교성지,1300
55,백운사,경남 창원시 마산합포구 서원곡1길 220-0,종교성지,1220
56,브룩스호텔,경남 창원시 마산합포구 수산1길 31-0,모텔,1217
57,메가박스마산,경남 창원시 마산합포구 해안대로 51-0,공연시설,1146
58,양촌원탕,경남 창원시 마산합포구 양촌1길 38-46,웰니스관광,1128
59,넘버25호텔오동점,경남 창원시 마산합포구 수산1길 261-0,모텔,1115
60,넘버25호텔신포점,경남 창원시 마산합포구 수산1길 21-0,모텔,1100
61,창포해안길,경남 창원시 마산합포구 해양관광로 1872-60,데이트코스,1083
62,시락방파제,경남 창원시 마산합포구,자연경관(하천/해양),1081
63,자라호텔,경남 창원시 마산합포구 해안대로 406-1,호텔,1042
64,에이블,경남 창원시 마산합포구 오동동5길 16-0,모텔,1022
65,돝섬,경남 창원시 마산합포구 제2부두로 56-0,자연경관(하천/해양),1002
66,저도,경남 창원시 마산합포구,자연경관(하천/해양),981
67,산호공원,경남 창원시 마산합포구 용마산길 142-0,도시공원,980
68,신대양펜션,경남 창원시 마산합포구 괭이바다길 33-0,펜션/민박,966
69,마산국화축제(창동오동동일원),경남 창원시 마산합포구 동서북16길 31-3,기타문화관광지,916
70,조코호텔,경남 창원시 마산합포구 수산1길 255-0,모텔,899
71,파스타모텔,경남 창원시 마산합포구 오동동1길 14-0,모텔,871
72,퍼스트클래스호텔,경남 창원시 마산합포구 동서동1길 2-0,모텔,850
73,펜션쿠,경남 창원시 마산합포구 해양관광로 1767-0,펜션/민박,846
74,창원시립마산박물관,경남 창원시 마산합포구 문신길 105-0,전시시설,816
75,가포본동친수문화공원,경남 창원시 마산합포구 가포본동7길 11-13,도시공원,784
76,합포수변공원,경남 창원시 마산합포구,도시공원,778
77,부재산방,경남 창원시 마산합포구 미천2길 148-0,농/산/어촌체험,761
78,망고펜션,경남 창원시 마산합포구 주도해안길 37-0,펜션/민박,751
79,구복예술촌,경남 창원시 마산합포구 해양관광로 1817-0,기타문화관광지,750
80,돌담캠핑장글램핑,경남 창원시 마산합포구 입곡길 326-0,캠핑,728
81,호텔야자오동점,경남 창원시 마산합포구 해안대로 399-0,모텔,698
82,만날공원,경남 창원시 마산합포구,도시공원,688
83,설진방파제,경남 창원시 마산합포구,자연경관(하천/해양),681
