순위,관광지명,주소,분류,합산 검색 수
1,마산어시장,경남 창원시 마산합포구 복요리로 7-0,시장,72069
2,마산로봇랜드,경남 창원시 마산합포구 로봇랜드로 250-0,기타관광,60443
3,광암해수욕장,경남 창원시 마산합포구,자연경관(하천/해양),25125
4,저도스카이워크,경남 창원시 마산합포구 해양관광로 1872-60,기타관광,21463
5,원전선착장,경남 창원시 마산합포구 이순신로 0-0,교통시설,14349
6,해양드라마세트장,경남 창원시 마산합포구,복합관광시설,13789
7,마산가포신항,경남 창원시 마산합포구 드림베이대로 0-0,자연경관(하천/해양),11998
8,스카이뷰관광호텔,경남 창원시 마산합포구 해안대로 317-0,호텔,10041
9,마산국화축제,경남 창원시 마산합포구 해안대로 168-0,기타문화관광지,9763
10,가포해안변공원,경남 창원시 마산합포구,도시공원,8323
11,원전방파제,경남 창원시 마산합포구,자연경관(하천/해양),7016
12,3.15해양누리공원,경남 창원시 마산합포구,도시공원,6747
13,롯데시네마프리미엄경남대,경남 창원시 마산합포구 해안대로 7-0,공연시설,6733
14,돝섬유람선터미널,경남 창원시 마산합포구 제2부두로 56-0,교통시설,6031
15,가포수변공원,경남 창원시 마산합포구,도시공원,5951
16,용댐계곡,경남 창원시 마산합포구,자연경관(산),5134
17,마산엠호텔,경남 창원시 마산합포구 해안대로 367-0,호텔,5065
18,저도비치로드,경남 창원시 마산합포구 하포길 2-0,기타관광,4819
19,브라운도트호텔마산오동동점,경남 창원시 마산합포구 수산1길 231-0,호텔,4376
20,창원휴양림오토캠핑장,경남 창원시 마산합포구 석곡로 342-2,캠핑,4217
21,문신미술관,경남 창원시 마산합포구 문신길 147-0,전시시설,4160
22,안녕오토캠핑,경남 창원시 마산합포구 안녕로 329-0,캠핑,3855
23,호텔레이지헤븐,경남 창원시 마산합포구 어시장9길 39-0,모텔,3627
24,마산부림시장,경남 창원시 마산합포구 동서북10길 37-0,시장,3622
25,역적촬영지해양드라마세트장,경남 창원시 마산합포구,기타문화관광지,3302
26,돝섬해피랜드,경남 창원시 마산합포구 제2부두로 56-0,복합관광시설,3229
27,아몬드호텔,경남 창원시 마산합포구 월영동11길 19-0,호텔,3168
