순위,업소명,주소,분류,외지인 검색 수
1,행주산성원조국수집,경기 고양시 덕양구 행주로17번길 10-0,한식,71233
2,강강술래늘봄농원점,경기 고양시 덕양구 호국로 1526-0,한식,46355
3,주막보리밥서오릉본점,경기 고양시 덕양구 용두로47번길 133-0,한식,37023
4,임가네한우마을,경기 고양시 덕양구 흥도로 443-12,한식,26697
5,앤드테라스&피터팻츠내유점,경기 고양시 덕양구 내유길80번길 7-0,카페/찻집,26169
6,신호등장작구이서오릉본점,경기 고양시 덕양구 서오릉로 396-14,외국식,25767
7,강강술래늘봄농원점,경기 고양시 덕양구 호국로 1526-3,한식,24726
8,포인트빌카페,경기 고양시 덕양구 북한산로 473-90,카페/찻집,20881
9,디스케이프,경기 고양시 덕양구 대장길 99-0,카페/찻집,20186
10,고자리냉면칼만두,경기 고양시 덕양구 호국로 915-45,한식,17586
11,오늘제빵소,경기 고양시 덕양구 북한산로387번길 45-6,간이음식,17518
12,스타벅스고양원흥DT점,경기 고양시 덕양구 서오릉로663번길 8-0,카페/찻집,16897
13,맥도날드고양삼송DT점,경기 고양시 덕양구 고양대로 1948-0,간이음식,15030
14,화정가든[한식],경기 고양시 덕양구 행주로15번길 49-12,한식,14686
15,원당쇠고기국밥,경기 고양시 덕양구 서오릉로 850-0,한식,12627
16,피터팻츠,경기 고양시 덕양구 대주로 358-78,카페/찻집,12448
17,장어사냥,경기 고양시 덕양구 호수로 89-1,외국식,12297
18,매화쌈밥고양점,경기 고양시 덕양구 도내로 160-0,한식,12232
19,빵다방,경기 고양시 덕양구 흥도로 449-0,카페/찻집,12222
20,아띠랑스,경기 고양시 덕양구 행주산성로144번길 29-0,카페/찻집,12104
21,일산교자본점,경기 고양시 덕양구 원당로 289-0,한식,11883
22,너른마당,경기 고양시 덕양구 서삼릉길 233-4,한식,10752
23,드메인,경기 고양시 덕양구 충장로282번길 40-0,카페/찻집,10583
24,앤드테라스내유점,경기 고양시 덕양구 내유길80번길 39-0,카페/찻집,10505
25,지향한우마을,경기 고양시 덕양구 대주로107번길 61-10,한식,10138
26,레이지버거클럽원흥점,경기 고양시 덕양구 서오릉로 740-0,간이음식,10135
27,더츠커피팩토리,경기 고양시 덕양구 행주산성로120번길 8-0,카페/찻집,10012
28,더더간장게장무한리필,경기 고양시 덕양구 원당로 357-1,외국식,9992
29,지리산어탕국수행주본점,경기 고양시 덕양구 행주로15번길 13-0,한식,9782
30,텐나인,경기 고양시 덕양구 행주산성로120번길 29-0,카페/찻집,9532
31,노만주의,경기 고양시 덕양구 호국로1539번길 9-9,카페/찻집,9527
32,목향[한식],경기 고양시 덕양구 강매로 110-18,한식,9402
33,능원숯불갈비,경기 고양시 덕양구 서오릉로 384-0,한식,8941
34,만포면옥본점,경기 고양시 덕양구 북한산로553번길 6-0,한식,8800
35,스타벅스원당DT점,경기 고양시 덕양구 호국로 811-0,카페/찻집,8754
36,장수촌,경기 고양시 덕양구 행주산성로 160-0,한식,8553
37,서오릉반구정민물장어,경기 고양시 덕양구 서오릉로 307-4,외국식,8366
38,산이화[한식],경기 고양시 덕양구 충장로282번길 49-13,한식,8293
39,솔향기쭈꾸미,경기 고양시 덕양구 수역이길 7-0,한식,8263
40,스타벅스고양DT점,경기 고양시 덕양구 호국로 1775-0,카페/찻집,8045
41,가나안국수,경기 고양시 덕양구 행주로15번길 16-0,한식,7977
42,맥도날드고양원당DT점,경기 고양시 덕양구 호국로 777-0,간이음식,7858
43,코다리밥도둑,경기 고양시 덕양구 북한산로 525-0,한식,7852
44,나인블럭팜고양점,경기 고양시 덕양구 충장로 614-29,카페/찻집,7652
45,행주국수,경기 고양시 덕양구 행주로17번길 7-0,한식,7441
46,경남아구찜,경기 고양시 덕양구 일영로 154-0,한식,7387
47,나인블럭서오릉점,경기 고양시 덕양구 서오릉로 500-1,카페/찻집,7242
48,아이맛이야장작철판구이행주본점,경기 고양시 덕양구 행주로17번길 5-5,외국식,7137
49,리오리코,경기 고양시 덕양구 행주산성로144번길 39-0,카페/찻집,7058
50,벽제갈비,경기 고양시 덕양구 호국로 1471-0,한식,7037
51,맥도날드고양DT점,경기 고양시 덕양구 호국로 1699-0,간이음식,6869
52,한양산장,경기 고양시 덕양구 고양대로1643번길 43-0,한식,6692
53,쿠우쿠우삼송원흥점,경기 고양시 덕양구 삼송로 8-0,외국식,6630
54,엉클통바베큐행주점,경기 고양시 덕양구 행주산성로 179-0,외국식,6603
55,리플로우북한산점,경기 고양시 덕양구 북한산로387번길 72-0,카페/찻집,6502
56,강마루,경기 고양시 덕양구 행주산성로 99-0,한식,6325
57,숲속에서그릴,경기 고양시 덕양구 고양대로 1624-0,한식,6308
58,도담곤드레한정식[한식],경기 고양시 덕양구 행주산성로 192-0,한식,6045
59,오페라디바스,경기 고양시 덕양구 행주산성로 141-0,외국식,6015
60,포레스트피크닉,경기 고양시 덕양구 서오릉로 317-0,카페/찻집,5977
61,경성빵공장,경기 고양시 덕양구 서오릉로 406-20,간이음식,5959
62,한우천국본점,경기 고양시 덕양구 통일로 984-0,한식,5952
63,북한산플레이,경기 고양시 덕양구 북한산로368번길 89-0,카페/찻집,5900
64,서오릉메카다슬기,경기 고양시 덕양구 서오릉로 437-0,한식,5793
65,서오릉돈까스,경기 고양시 덕양구 서오릉로 460-0,외국식,5787
66,나루터3관,경기 고양시 덕양구 행주산성로 171-0,외국식,5619
67,올터두부고을,경기 고양시 덕양구 수역이길 3-0,외국식,5347
68,전복명가,경기 고양시 덕양구 행주산성로 35-0,한식,5151
69,더담,경기 고양시 덕양구 고양대로 1744-6,한식,5013
70,청담추어정능곡점,경기 고양시 덕양구 호수로 112-0,한식,4877
71,일미정,경기 고양시 덕양구 행주산성로 169-0,외국식,4857
72,통큰장어서오릉지점,경기 고양시 덕양구 서오릉로 372-0,외국식,4845
73,프로메나드,경기 고양시 덕양구 행주산성로120번길 43-0,카페/찻집,4820
74,웨스트진베이커리,경기 고양시 덕양구 화신로 74-0,간이음식,4747
75,산골항아리바베큐원당점,경기 고양시 덕양구 공양왕길 40-0,외국식,4689
76,아이라이크마운틴고양점,경기 고양시 덕양구 고양대로2002번길 29-0,카페/찻집,4673
77,왕릉일가,경기 고양시 덕양구 서오릉로 334-91,한식,4658
78,컬드삭,경기 고양시 덕양구 행주산성로 117-34,외국식,4579
79,다위스,경기 고양시 덕양구 동헌로 214-0,카페/찻집,4544
80,스타벅스고양향동점,경기 고양시 덕양구 꽃마을로 4-0,카페/찻집,4528
81,한조전주장작불곰탕갈비탕고양본점,경기 고양시 덕양구 호국로 1453-0,한식,4405
82,한우만,경기 고양시 덕양구 서오릉로 433-0,한식,4401
83,플랜테이션베이커리카페,경기 고양시 덕양구 통일로493번안길 103-30,카페/찻집,4269
84,돈까스클럽서오릉점,경기 고양시 덕양구 서오릉로 448-0,외국식,4244
85,임가네한우마을원흥점,경기 고양시 덕양구 도래울로 105-0,한식,4189
86,일산칼국수서오릉점,경기 고양시 덕양구 서오릉로 508-0,한식,4174
87,두부마을서오릉점,경기 고양시 덕양구 서오릉로 406-42,한식,4153
88,통일동산두부마을[한식],경기 고양시 덕양구 서오릉로 468-0,한식,4107
89,옛고을쌈밥,경기 고양시 덕양구 흥도로 460-0,한식,4052
90,착한고기원당점,경기 고양시 덕양구 독곶이길 26-0,한식,3996
91,파스토랄,경기 고양시 덕양구 행주로17번길 59-12,카페/찻집,3979
92,철원양평해장국전문24시,경기 고양시 덕양구 원당로 457-1,한식,3960
