업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,1.93761118E8
쇼핑업,레저용품쇼핑,1.070976435E10
쇼핑업,대형쇼핑몰,1.2483972089E11
숙박업,기타숙박,2.486234529E9
숙박업,캠핑장/펜션,492000.0
숙박업,호텔,1.0457E7
식음료업,식음료,1.32963843089E11
여가서비스업,관광유원시설,4.32504604E8
여가서비스업,골프장,2.2524184649E10
여가서비스업,기타레저,1.290905974E9
여가서비스업,문화서비스,1.702640894E9
여행업,여행업,4.204231E7
운송업,육상운송,0.0
운송업,렌터카,3.39455E7
