기준연월,지역명,검색량(건)
202108,전라남도 화순군 ,718
202109,전라남도 화순군 ,647
202110,전라남도 화순군 ,793
202111,전라남도 화순군 ,951
202112,전라남도 화순군 ,126
202201,전라남도 화순군 ,116
202202,전라남도 화순군 ,158
202203,전라남도 화순군 ,191
202204,전라남도 화순군 ,60
202205,전라남도 화순군 ,750
202206,전라남도 화순군 ,883
202207,전라남도 화순군 ,584
