순위,업소명,주소,분류,외지인 검색 수
1,수만리커피,전남 화순군 안양산로 616-2,카페/찻집,7640
2,벽오동화순점,전남 화순군 안양산로 145-0,한식,6061
3,카페아더맨,전남 화순군 연양1길 28-0,카페/찻집,6014
4,수림정[한식],전남 화순군 진각로 154-0,한식,5926
5,올라알파카카페,전남 화순군 안양산로 477-1,카페/찻집,5813
6,화순집,전남 화순군 부처샘길 1-7,한식,4989
7,구지가,전남 화순군 지강로 650-0,한식,4785
8,구백가든,전남 화순군 천태로 1020-0,외국식,4384
9,스타벅스전남화순DT점,전남 화순군 서양로 478-0,카페/찻집,4166
10,화순하다,전남 화순군 유천길 48-13,카페/찻집,3726
11,사평다슬기수제비,전남 화순군 서양로 79-0,한식,3449
12,달맞이흑두부,전남 화순군 지강로 542-0,외국식,3363
13,벽오동도곡점 [한식],전남 화순군 지강로 514-0,한식,3319
14,약산흑염소가든화순본점,전남 화순군 상삼2길 13-9,한식,3228
15,불타는용궁짬뽕[중식],전남 화순군 칠충로 11-0,외국식,3226
16,유진정,전남 화순군 지강로 514-6,외국식,3104
17,벽오동,전남 화순군 오성로 388-0,한식,2993
18,행복한임금님화순도곡점 [한식],전남 화순군 지강로 532-0,한식,2603
19,투썸플레이스화순동구리호수공원점,전남 화순군 진각로 326-0,카페/찻집,2586
20,물노리,전남 화순군 원화길 68-23,외국식,2577
21,산마을도토리,전남 화순군 화남길 9-38,한식,2401
22,브레드백,전남 화순군 지강로 262-0,카페/찻집,2400
23,둥근지붕,전남 화순군 지강로 260-0,한식,2083
24,포레스트96,전남 화순군 신기중앙길 2-0,카페/찻집,1987
25,부띠크그레이어도곡점,전남 화순군 덕리길 10-5,카페/찻집,1964
26,빵을쇼핑하다,전남 화순군 지강로 558-0,간이음식,1937
27,색동두부집,전남 화순군 지강로 438-0,한식,1885
28,OK목장가든화순본점,전남 화순군 안양산로 72-0,한식,1884
29,민정이네,전남 화순군 천태로 1030-1,한식,1865
30,황금독수리,전남 화순군 서양로 374-7,외국식,1697
31,달맞이흑두부동면본점,전남 화순군 충의로 849-0,한식,1661
32,옛날두부,전남 화순군 시장길 33-0,한식,1645
33,리고카페,전남 화순군 큰재전원길 25-0,카페/찻집,1591
34,양지식당,전남 화순군 학포로 1900-0,한식,1588
35,은성가든[한식],전남 화순군 천태로 996-0,한식,1417
36,초원갈비,전남 화순군 만연로 63-0,한식,1415
37,달빛,전남 화순군 지강로 552-13,한식,1364
38,일송정,전남 화순군 오성로 435-0,한식,1347
39,화성식육식당,전남 화순군 칠충로 162-0,한식,1291
40,불타는솥뚜껑,전남 화순군 지강로 248-0,한식,1273
41,별을보며빵을굽다,전남 화순군 지강로 572-0,간이음식,1267
42,도곡애떡갈비,전남 화순군 지강로 514-5,한식,1229
43,오코25,전남 화순군 응봉로 335-0,카페/찻집,1215
44,부잣집등갈비,전남 화순군 지강로 388-0,한식,1211
45,솔밭가든,전남 화순군 오성로 360-0,한식,1193
46,금탑소머리국밥도곡점,전남 화순군 천태로 1127-0,한식,1161
47,더자반화순점,전남 화순군 안양산로 6-0,한식,1096
48,엄지빈,전남 화순군 진각로 168-0,카페/찻집,1053
49,투썸플레이스화순도곡점,전남 화순군 지강로 519-0,카페/찻집,1046
50,석란한정식[한식],전남 화순군 교동길 20-0,한식,1031
51,도곡에서,전남 화순군 효자2길 42-18,카페/찻집,1001
52,임광복의뜨락,전남 화순군 진각로 366-4,한식,938
53,오펜스PART2,전남 화순군 학포로 2641-23,카페/찻집,921
54,캐르비안랜드,전남 화순군 원화길 68-23,카페/찻집,885
55,너와나목장,전남 화순군 중지길 202-0,한식,830
56,포르코로쏘화순점,전남 화순군 도서관길 14-0,외국식,822
56,약산흑염소가든화순본점,전남 화순군 상삼2길 13-0,한식,822
58,롯데리아화순점,전남 화순군 중앙로 98-0,간이음식,808
59,버블민,전남 화순군 지강로 347-0,카페/찻집,799
60,투썸플레이스화순중앙점,전남 화순군 쌍충로 70-0,카페/찻집,797
61,에배네도모밀공방,전남 화순군 서양로 97-0,한식,787
62,식물나라,전남 화순군 서양로 404-0,외국식,774
63,수만리염소탕,전남 화순군 동헌길 25-1,한식,766
64,몽리브,전남 화순군 학포로 1429-11,카페/찻집,765
65,백두대간,전남 화순군 칠충로 13-0,한식,733
66,시골돼지담양숯불갈비,전남 화순군 지강로 431-0,한식,715
67,화순에동태,전남 화순군 만연로 60-8,한식,713
68,담양전통숯불돼지갈비,전남 화순군 지강로 322-0,한식,678
69,별빛,전남 화순군 지강로 392-0,한식,662
70,심원갈비,전남 화순군 안양산로 18-0,한식,637
71,황금코다리화순점,전남 화순군 서양로 203-0,한식,623
72,카페모다,전남 화순군 학포로 2615-0,카페/찻집,592
73,고구려,전남 화순군 덕리길 10-18,한식,591
74,백년가든,전남 화순군 화보로 4132-0,한식,589
75,오이시초밥[일식],전남 화순군 자치샘로 81-9,외국식,576
76,수만리빵집,전남 화순군 큰재전원길 25-0,간이음식,562
77,가내수공업전남화순점,전남 화순군 서양로 340-0,한식,558
78,포테이블,전남 화순군 한고을길 8-1,외국식,543
79,솔향가든,전남 화순군 천태로 1064-0,한식,540
80,퓨즈커피,전남 화순군 학포로 2564-0,카페/찻집,539
81,누룩꽃이핀다,전남 화순군 야사길 76-0,간이음식,535
