유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 마포구 , 서울특별시 서대문구,27.2,1
서울특별시 은평구 , 서울특별시 서대문구,11.8,1
서울특별시 종로구 , 서울특별시 서대문구,7.4,1
서울특별시 중구 , 서울특별시 서대문구,5.2,1
서울특별시 영등포구 , 서울특별시 서대문구,4.6,1
서울특별시 용산구 , 서울특별시 서대문구,4.2,1
경기도 고양시 덕양구 , 서울특별시 서대문구,4.1,1
서울특별시 강남구 , 서울특별시 서대문구,2.5,1
서울특별시 강서구 , 서울특별시 서대문구,2.5,1
서울특별시 서초구 , 서울특별시 서대문구,2.1,1
서울특별시 성북구 , 서울특별시 서대문구,1.9,1
서울특별시 양천구 , 서울특별시 서대문구,1.9,1
경기도 고양시 일산동구 , 서울특별시 서대문구,1.4,1
서울특별시 성동구 , 서울특별시 서대문구,1.2,1
경기도 김포시 , 서울특별시 서대문구,1.1,1
서울특별시 송파구 , 서울특별시 서대문구,1.1,1
서울특별시 동작구 , 서울특별시 서대문구,1.1,1
서울특별시 구로구 , 서울특별시 서대문구,0.9,1
경기도 파주시 , 서울특별시 서대문구,0.9,1
서울특별시 동대문구 , 서울특별시 서대문구,0.9,1
 서울특별시 서대문구,서울특별시 마포구,22.7,2
 서울특별시 서대문구,경기도 고양시 덕양구,9.4,2
 서울특별시 서대문구,서울특별시 은평구,8.4,2
 서울특별시 서대문구,서울특별시 종로구,8.2,2
 서울특별시 서대문구,서울특별시 중구,7.0,2
 서울특별시 서대문구,서울특별시 영등포구,4.4,2
 서울특별시 서대문구,서울특별시 용산구,3.6,2
 서울특별시 서대문구,서울특별시 강남구,3.1,2
 서울특별시 서대문구,경기도 파주시,3.1,2
 서울특별시 서대문구,서울특별시 강서구,2.3,2
 서울특별시 서대문구,경기도 고양시 일산동구,2.0,2
 서울특별시 서대문구,경기도 김포시,1.8,2
 서울특별시 서대문구,서울특별시 성북구,1.6,2
 서울특별시 서대문구,서울특별시 서초구,1.5,2
 서울특별시 서대문구,서울특별시 송파구,1.2,2
 서울특별시 서대문구,경기도 남양주시,1.2,2
 서울특별시 서대문구,인천광역시 중구,1.1,2
 서울특별시 서대문구,서울특별시 양천구,0.9,2
 서울특별시 서대문구,서울특별시 성동구,0.7,2
 서울특별시 서대문구,경기도 고양시 일산서구,0.7,2
