연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,8.5
60~69세,6.9,12.2
50~59세,7.4,11.3
40~49세,5.6,7.9
30~39세,5.4,6.1
20~29세,8.4,10.1
10~19세,2.4,3.2
