연령대,남성방문 비율,여성방문 비율
70세 이상,5.6,7.5
60~69세,9.4,11.7
50~59세,8.8,11.3
40~49세,7.1,7.7
30~39세,5.2,5.3
20~29세,6.0,6.3
10~19세,4.0,2.7
