유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
대전광역시 , 세종특별자치시,35.4,1
충청남도 , 세종특별자치시,27.8,1
충청북도 , 세종특별자치시,25.6,1
경기도 , 세종특별자치시,6.2,1
서울특별시 , 세종특별자치시,1.9,1
전라북도 , 세종특별자치시,1.3,1
경상북도 , 세종특별자치시,0.6,1
인천광역시 , 세종특별자치시,0.4,1
경상남도 , 세종특별자치시,0.2,1
강원도 , 세종특별자치시,0.2,1
전라남도 , 세종특별자치시,0.2,1
대구광역시 , 세종특별자치시,0.2,1
광주광역시 , 세종특별자치시,0.1,1
부산광역시 , 세종특별자치시,0.0,1
울산광역시 , 세종특별자치시,0.0,1
제주특별자치도 , 세종특별자치시,0.0,1
 세종특별자치시,대전광역시,38.3,2
 세종특별자치시,충청남도,29.9,2
 세종특별자치시,충청북도,21.7,2
 세종특별자치시,경기도,4.2,2
 세종특별자치시,전라북도,2.1,2
 세종특별자치시,서울특별시,1.1,2
 세종특별자치시,경상북도,0.7,2
 세종특별자치시,강원도,0.5,2
 세종특별자치시,전라남도,0.5,2
 세종특별자치시,경상남도,0.3,2
 세종특별자치시,인천광역시,0.3,2
 세종특별자치시,대구광역시,0.2,2
 세종특별자치시,부산광역시,0.2,2
 세종특별자치시,광주광역시,0.1,2
 세종특별자치시,울산광역시,0.0,2
 세종특별자치시,제주특별자치도,0.0,2
