연령대,남성방문 비율,여성방문 비율
70세 이상,4.5,4.7
60~69세,6.9,8.5
50~59세,9.2,10.6
40~49세,7.8,7.3
30~39세,8.0,5.9
20~29세,9.5,7.6
10~19세,4.6,3.7
