연령대,남성방문 비율,여성방문 비율
70세 이상,8.0,7.8
60~69세,18.1,6.8
50~59세,16.3,9.5
40~49세,8.0,5.9
30~39세,3.5,3.1
20~29세,6.0,2.6
10~19세,1.8,2.2
