기준연월,지역명,검색량(건)
202108,경기도 양평군 ,3774
202109,경기도 양평군 ,3786
202110,경기도 양평군 ,4035
202111,경기도 양평군 ,3415
202112,경기도 양평군 ,577
202201,경기도 양평군 ,792
202202,경기도 양평군 ,268
202203,경기도 양평군 ,189
202204,경기도 양평군 ,255
202205,경기도 양평군 ,531
202206,경기도 양평군 ,3564
202207,경기도 양평군 ,1942
