순위,업소명,주소,분류,현지인 검색 수
1,장어의꿈,경기 남양주시 순화궁로 492-6,외국식,18550
2,스타벅스다산DT점,경기 남양주시 다산중앙로19번길 5-0,카페/찻집,10097
3,스타벅스리버사이드팔당DTR점,경기 남양주시 경강로 772-0,카페/찻집,9796
4,보나리베,경기 남양주시 불암산로39번길 9-2,간이음식,9721
5,목향원[한식],경기 남양주시 덕릉로1071번길 34-12,한식,9509
6,라온숨,경기 남양주시 북한강로 1146-0,카페/찻집,8622
7,쿠우쿠우별내점,경기 남양주시 별내중앙로 34-0,외국식,7558
8,동동국수집,경기 남양주시 경강로 908-0,한식,7261
9,버거킹남양주별내오일뱅크점,경기 남양주시 송산로 149-0,간이음식,7241
10,소리소,경기 남양주시 진건우회로 95-1,카페/찻집,7080
11,덕소숯불고기,경기 남양주시 수레로 213-0,한식,6941
12,SUBWAY남양주다산역점,경기 남양주시 다산중앙로145번길 9-0,간이음식,6781
13,미음나루음식문화거리,경기 남양주시,기타음식,6690
14,달빛새베이커리앤카페,경기 남양주시 금강로782번길 292-21,카페/찻집,6574
15,초대한정식[한식],경기 남양주시 강변북로632번길 6-45,한식,6535
16,스타벅스더북한강R점,경기 남양주시 북한강로 1098-0,카페/찻집,6367
17,맥도날드진접DT점,경기 남양주시 금강로 1467-0,간이음식,6320
18,온누리장작구이팔당본점,경기 남양주시 경강로 890-0,외국식,6305
19,카페대너리스,경기 남양주시 북한강로 914-0,카페/찻집,6152
20,키스톤스피시즈,경기 남양주시 경춘로 1104-1,카페/찻집,6072
21,맥도날드평내DT점,경기 남양주시 경춘로 1273-0,간이음식,5939
22,베이커리씨어터,경기 남양주시 경춘로2696번길 4-15,카페/찻집,5775
23,닉센,경기 남양주시 불암산로59번길 16-15,카페/찻집,5687
24,용암천카페거리,경기 남양주시 송산로 356-0,기타음식,5557
25,스타벅스남양주화도DT점,경기 남양주시 수레로 1137-0,카페/찻집,5110
26,스타벅스남양주진접DT점,경기 남양주시 금강로 1477-0,카페/찻집,4999
27,대왕가든,경기 남양주시 진벌로 179-0,한식,4982
28,폴콘리버가든팔당,경기 남양주시 경강로926번길 66-0,간이음식,4894
29,버거킹남양주화도DT점,경기 남양주시 경춘로 1718-0,간이음식,4882
30,팽현숙의옛날순대국남양주점,경기 남양주시 월문천로 174-0,한식,4840
31,광릉불고기본점,경기 남양주시 광릉내로82번길 40-1,한식,4832
32,비루개,경기 남양주시 용암비루개길 219-88,카페/찻집,4648
33,오드리,경기 남양주시 순화궁로 492-15,외국식,4461
34,남양주한우마을,경기 남양주시 금강로361번길 66-0,한식,4449
35,소유,경기 남양주시 순화궁로 729-11,카페/찻집,4409
36,뚜레한우남양주점,경기 남양주시 마치로 315-0,한식,4381
37,맥도날드마석DT점,경기 남양주시 비룡로 89-0,간이음식,4367
38,홍익돈까스별내점,경기 남양주시 송산로 180-0,외국식,4320
39,김삿갓밥집본점 [한식],경기 남양주시 경춘로 2483-0,한식,4200
40,일호갈비탕,경기 남양주시 묵현로 105-1,한식,4137
41,스타벅스별내점,경기 남양주시 별내중앙로 64-0,카페/찻집,4096
42,화도수산,경기 남양주시 경춘로2515번길 10-0,한식,4085
43,스타벅스다산진건점,경기 남양주시 다산중앙로123번길 22-26,카페/찻집,4050
44,스타벅스평내DT점,경기 남양주시 경춘로 1269-0,카페/찻집,4025
45,북한강막국수닭갈비,경기 남양주시 북한강로 908-0,외국식,4011
46,버거킹다산지금점,경기 남양주시 다산지금로 132-0,간이음식,3797
47,스타벅스남양주삼패점,경기 남양주시 경강로 384-0,카페/찻집,3700
48,끼리한우정육식당,경기 남양주시 안골로25번길 21-47,한식,3663
49,트윈트리,경기 남양주시 고산로126번길 33-8,카페/찻집,3654
50,더하이브,경기 남양주시 경춘로2180번길 24-10,카페/찻집,3607
51,약수촌,경기 남양주시 금강로1521번길 70-0,외국식,3567
52,골목안채,경기 남양주시 다산중앙로82번안길 131-32,한식,3539
53,팔당초계국수본점,경기 남양주시 다산로 43-0,한식,3493
54,스타벅스별내불암로점,경기 남양주시 별내5로5번길 15-0,카페/찻집,3469
55,산아래[한식],경기 남양주시 송산로 226-40,한식,3445
56,스타벅스도농역점,경기 남양주시 미금로 239-0,카페/찻집,3399
57,나인블럭뷰팔당점,경기 남양주시 다산로 56-0,카페/찻집,3302
58,배양리두루치기,경기 남양주시 진관로 283-0,한식,3299
59,더베이커스가든화도본점,경기 남양주시 묵현로 178-0,간이음식,3281
60,나인블럭미음나루DT점,경기 남양주시 강변북로632번길 6-15,카페/찻집,3265
61,태능맥갈비,경기 남양주시 송산로 489-1,한식,3249
62,전주장작불곰탕,경기 남양주시 경춘북로 736-0,한식,3214
63,쌍둥이해장국,경기 남양주시 경춘로 2026-0,한식,3192
64,카펜트리,경기 남양주시 경복대로198번길 48-0,카페/찻집,3179
65,태릉허참갈비,경기 남양주시 불암산로 30-0,한식,3172
66,브레드쏭,경기 남양주시 경강로926번길 15-0,카페/찻집,3167
67,어랑손만두국,경기 남양주시 경춘로 1084-25,한식,3145
68,모밥[한식],경기 남양주시 북한강로1461번길 17-8,한식,3112
69,삼봉푸줏간,경기 남양주시 북한강로 863-0,한식,3106
70,시가올비빔국수,경기 남양주시 고산로 196-0,한식,3082
71,청시행남양주점,경기 남양주시 강변북로632번길 40-0,간이음식,3081
72,감자옹심이,경기 남양주시 진관로501번길 14-0,한식,3050
73,별미지교본점,경기 남양주시 비룡로 171-0,외국식,2970
74,기와집순두부조안본점,경기 남양주시 북한강로 133-0,한식,2957
75,망향비빔국수별내점,경기 남양주시 불암로 307-0,한식,2930
76,바른제빵소,경기 남양주시 마치로 77-0,간이음식,2924
77,카페차프리미엄,경기 남양주시 강변북로632번길 6-43,카페/찻집,2921
78,개성집,경기 남양주시 경강로 876-0,한식,2882
79,버거킹남양주진접FS점,경기 남양주시 해밀예당1로 13-0,간이음식,2813
80,대청마루,경기 남양주시 북한강로 1697-0,한식,2810
81,어나더쥬얼리,경기 남양주시 강변북로632번길 57-1,카페/찻집,2785
82,수인씨의마당,경기 남양주시 덕릉로 1115-49,한식,2775
83,봉커피,경기 남양주시 천마산로 110-0,카페/찻집,2689
84,피맥플레이스남양주점,경기 남양주시 경강로926번길 10-0,간이음식,2587
85,삼대째손두부,경기 남양주시 진건오남로 531-0,한식,2553
86,포러데이,경기 남양주시 경강로926번길 8-7,카페/찻집,2546
87,버치,경기 남양주시 식송1로 19-0,외국식,2545
88,스시노칸도다산점,경기 남양주시 다산중앙로123번길 22-26,외국식,2533
89,철원양평해장국,경기 남양주시 경춘로 666-0,한식,2532
90,스타벅스남양주묵현DT점,경기 남양주시 비룡로 122-0,카페/찻집,2519
91,스타벅스남양주연평DT점,경기 남양주시 해밀예당1로 27-0,카페/찻집,2470
92,오로라베이커리카페,경기 남양주시 고산로 254-0,카페/찻집,2461
93,투썸플레이스별내신도시점,경기 남양주시 별내5로 54-0,카페/찻집,2451
94,이디야커피북한강2호점,경기 남양주시 북한강로 1132-13,카페/찻집,2421
95,별내옥설농탕,경기 남양주시 송산로 294-7,한식,2415
96,온누리쭈꾸미팔당본점,경기 남양주시 경강로 890-0,외국식,2348
97,카페라플렌,경기 남양주시 순화궁로 865-9,카페/찻집,2338
98,맷돌36숯불갈비마석점,경기 남양주시 맷돌로 36-0,한식,2332
99,태능맥갈비다산점,경기 남양주시 미금로 149-0,한식,2308
100,카페파즈,경기 남양주시 식송1로 166-0,카페/찻집,2296
