업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,2.52246066E8
쇼핑업,레저용품쇼핑,3.023041284E10
쇼핑업,대형쇼핑몰,1.03760004119E11
숙박업,호텔,1.56955813E8
숙박업,캠핑장/펜션,3.12643E7
숙박업,기타숙박,4.168837958E9
숙박업,콘도,5478500.0
식음료업,식음료,1.46951077656E11
여가서비스업,관광유원시설,6.56743959E8
여가서비스업,골프장,2.1051218234E10
여가서비스업,기타레저,1.982853931E9
여가서비스업,문화서비스,1.960723067E9
여가서비스업,스키장,0.0
여행업,여행업,8.357541E7
운송업,렌터카,7668600.0
운송업,육상운송,1408000.0
