유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
경기도 구리시 , 경기도 남양주시,14.6,1
서울특별시 노원구 , 경기도 남양주시,8.9,1
경기도 하남시 , 경기도 남양주시,8.4,1
서울특별시 중랑구 , 경기도 남양주시,6.3,1
서울특별시 강동구 , 경기도 남양주시,5.2,1
서울특별시 송파구 , 경기도 남양주시,5.0,1
경기도 의정부시 , 경기도 남양주시,4.6,1
서울특별시 강남구 , 경기도 남양주시,3.6,1
서울특별시 광진구 , 경기도 남양주시,3.5,1
경기도 포천시 , 경기도 남양주시,3.1,1
경기도 양평군 , 경기도 남양주시,3.0,1
경기도 가평군 , 경기도 남양주시,2.9,1
서울특별시 성북구 , 경기도 남양주시,2.6,1
서울특별시 동대문구 , 경기도 남양주시,2.4,1
서울특별시 성동구 , 경기도 남양주시,1.9,1
서울특별시 도봉구 , 경기도 남양주시,1.8,1
경기도 양주시 , 경기도 남양주시,1.4,1
경기도 광주시 , 경기도 남양주시,1.3,1
서울특별시 서초구 , 경기도 남양주시,1.3,1
서울특별시 강북구 , 경기도 남양주시,1.1,1
 경기도 남양주시,경기도 구리시,14.1,2
 경기도 남양주시,경기도 하남시,12.7,2
 경기도 남양주시,경기도 양평군,6.3,2
 경기도 남양주시,경기도 포천시,4.9,2
 경기도 남양주시,경기도 가평군,4.9,2
 경기도 남양주시,경기도 의정부시,4.6,2
 경기도 남양주시,서울특별시 강남구,4.5,2
 경기도 남양주시,서울특별시 송파구,4.2,2
 경기도 남양주시,서울특별시 노원구,3.0,2
 경기도 남양주시,강원도 춘천시,2.7,2
 경기도 남양주시,서울특별시 광진구,2.5,2
 경기도 남양주시,서울특별시 강동구,2.2,2
 경기도 남양주시,서울특별시 중랑구,2.1,2
 경기도 남양주시,경기도 양주시,1.8,2
 경기도 남양주시,서울특별시 중구,1.6,2
 경기도 남양주시,경기도 고양시 덕양구,1.6,2
 경기도 남양주시,경기도 광주시,1.3,2
 경기도 남양주시,서울특별시 서초구,1.3,2
 경기도 남양주시,서울특별시 동대문구,1.1,2
 경기도 남양주시,서울특별시 성동구,1.0,2
