동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
491,15255,기타가족,장모_형_엄마,미식,막국수_맛집_바나나
303,1926,연인,커플_애인_남자친구,자연경관,계곡_정원_강변
146,1466,자녀,아들_딸_자식,레포츠/운동,캠핑_놀이터_루어낚시
131,784,친구,친구_남사친,휴식/힐링,나들이_근교여행_힐링
120,539,회사동료,대리_직원_임원,문화예술,노래방_광장_씨어터
52,413,부모님,아빠_아버지_부모님,반려동물,애견_애완동물_유기견
29,86,학생,고딩_대학생_초딩,역사유적,한옥_생가_민속촌
22,5,배우자,아내_와이프_남편,체험,딸기체험_도자기체험_물레체험
7,0,싱글,혼자_싱글,,
