업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,1.1591291E8
쇼핑업,레저용품쇼핑,5.85172751E8
숙박업,호텔,4.37549173E9
숙박업,콘도,4.552039528E9
숙박업,캠핑장/펜션,3.8439791E7
숙박업,기타숙박,1.915233349E9
식음료업,식음료,1.3594081752E10
여가서비스업,골프장,1.800606261E9
여가서비스업,스키장,2.34551961E9
여가서비스업,기타레저,1.342738E8
여가서비스업,문화서비스,7.01065175E8
여가서비스업,관광유원시설,2.802402E8
여행업,여행업,1776008.0
운송업,렌터카,1671000.0
