연령대,남성방문 비율,여성방문 비율
70세 이상,3.1,3.1
60~69세,5.5,5.7
50~59세,9.1,8.6
40~49세,8.9,7.6
30~39세,10.3,11.2
20~29세,8.8,13.1
10~19세,1.7,1.9
